	i1	i2	i3	i4	o1	o2
r43	0.9112844557	-0.2240284214	0.0079271893	0.8721091919	0.1799196784	1.1252575609
r44	-0.6500224528	-0.7512005749	-0.2102283733	-0.1217750016	0.0193057639	0.0989934715
r45	-0.3057507619	-0.8493759485	0.2839829187	0.6428251501	0.1149008030	0.5169042014
r46	0.3719978308	-2.9651724471	-0.2992819424	0.8364194069	0.8834346521	2.1097533129
r47	-1.2161543822	-0.5199747146	-0.2042337384	0.6521244615	-0.8717655210	0.0623829323
r48	1.5995426733	-1.3609664945	0.1053144570	-0.1588706809	1.5184453420	1.2580210431
r49	-1.6489187216	-0.7063925155	-0.3246269922	0.4904448722	-0.9900029210	-0.1019226428
r50	1.0837194743	-0.7010044033	1.2762439615	0.0018079194	1.5985186713	0.2855888177
r51	-1.1542505172	0.8422995460	-0.0888947338	-0.5240678295	-0.7946655465	-1.2981169158
r52	0.0973677467	0.0333674470	0.0904786896	-0.8525691731	0.5700622143	-0.4810338045
r53	1.3939899303	2.0771379832	1.0995576212	1.2002598717	-0.4256545119	-0.2881870013
r54	0.6765908841	0.9309174122	-0.8498649030	0.5746876484	-0.8741129518	0.6198853807
r55	-0.8840920703	-1.9859857531	-0.7516868423	1.5356442426	-0.5105717921	1.7286560233
r56	-1.7203311681	0.3075383386	-1.1153443798	0.1928726272	-1.7761057293	-0.3815671537
r57	-0.5850778645	-1.3195061633	1.3999088898	0.3232807603	0.9758910091	-0.1616372748
r58	0.6280186443	1.0888052493	-0.9779483334	-1.1499261959	-0.1217919263	-0.3644560237
r59	-0.0537094050	0.2303573427	-0.6934471219	-0.9766918964	0.0258176985	-0.3321148302
r60	0.7778106806	1.1044779797	1.4911517928	-0.1207831348	0.6715711874	-1.0124637120
r61	0.0266149349	-0.2261590004	0.0445373725	1.1594438407	-0.4472926207	0.7600877965
r62	-1.5296194254	-0.3329372149	0.4771209377	-0.2357486848	-0.2743931516	-1.0723782235
r63	-0.5622732014	1.6997706539	0.5619170625	0.5733029232	-1.1672195102	-1.1376524328
r64	-0.8859248994	0.4638097792	0.6504168388	0.6585619639	-0.7545786201	-0.7340562681
r65	0.9838644272	-2.0913867933	0.8290396281	-1.1170673227	2.3350829289	0.4331886189
r66	-0.0547719498	0.5954880712	0.3715420666	-0.8287073893	0.2970504788	-1.0199388606
r67	1.4999852236	0.1525403893	0.2059865379	0.5489096960	0.5698899342	0.9588279035
r68	0.7510870620	-0.8909005269	1.0157152400	0.1876795212	1.3152977636	0.4480975975
r69	0.1706486680	-0.1379540812	1.8742449712	1.5441059148	0.3479203664	0.0286145266
r70	-0.3792777122	0.2644238847	-1.1263853298	-1.2866285565	-0.2434922574	-0.4781330955
r71	2.4140452951	-0.7962080368	-0.9707158924	-1.3395773495	1.6634996794	1.2583244308
r72	-1.4444312720	0.4981100631	0.0977915496	-1.7645138936	-0.0422321226	-2.0008669394
r73	0.7398163943	1.1417559153	-2.0379401749	0.9744310432	-1.5881379948	1.1490665706
r74	0.0964819309	-0.3883170094	0.2061109910	-0.0434712356	0.4280486010	0.1446432618
r75	0.8252225485	1.1481515973	-0.8442729001	-0.2011888639	-0.5011282716	0.1772930626
r76	1.7373486580	0.4915598474	-0.1932897330	-0.8649027642	1.0819078345	0.3343897732
r77	0.3926864885	-1.6633387203	-0.6414384085	1.2046851469	0.1357468653	2.0118450285
r78	0.1195374343	-1.7303629547	0.0370801734	-0.0470247687	1.0172221014	0.9332528096
r79	0.1660148702	-1.2061620771	0.0954787406	0.3160377891	0.6336244991	0.8832135378
r80	-0.1967991293	-0.9296273555	-0.8306774540	-0.3768647595	0.1866481834	0.6579292504
r81	-1.4557860381	-0.4471693406	0.6001456674	-1.3807421474	0.4474330662	-1.6001799782
r82	0.9762292400	1.1848820853	-1.3173793975	-0.4162311295	-0.5656618743	0.3768183188
r83	0.7253420685	-0.4485344669	-1.9842430628	0.5361221251	-0.5244614347	1.8596776671
r84	-1.3187043017	0.9197472573	0.4458276176	-0.5075287989	-0.6177410237	-1.6718199840
r85	0.4500028673	-0.1142837855	-0.8770809615	-0.9936917601	0.4212622801	0.2513853786
r86	0.7451416535	-0.3610996988	1.2353338463	1.1622933262	0.6524990505	0.6096799877
r87	-0.9960861141	1.3131503995	2.5515726670	-0.4789316288	0.2270368452	-2.5524301216
r88	0.0384009508	-0.6151467389	-1.3940938896	-0.7210661866	0.0360923671	0.7291393736
r89	-0.5312906815	1.3633714845	-1.2725747864	-0.0907287592	-1.6349939517	-0.3769039943
r90	0.4889608342	-2.1559233776	-0.7463809889	0.2172409826	0.7753511122	1.8097933415
r91	-0.0075050869	-1.4594016278	0.2780538460	-1.5884364045	1.7192166245	-0.1819075220
r92	-0.4252469507	-1.3451241760	0.9483229899	-1.7958572364	1.7748009862	-0.7998450789
r93	0.3507581505	0.2782809848	-1.8913554426	-1.6227246274	-0.0547523455	0.1709534988
r94	0.1449225215	2.1822486566	-0.9336710100	1.0451912526	-2.0820210193	-0.0528971854
r95	-0.8551209932	0.5092417344	0.5529905895	0.4924184356	-0.7204069592	-0.7814914277
r96	-0.3120288233	-1.5706650929	0.5883245575	1.1977518475	0.3520582462	1.0441029576
r97	0.2276347232	0.2011180183	-0.2382202844	0.4329202584	-0.3341163712	0.3941594079
r98	0.1989998660	-0.4430362641	-1.9949844954	0.5415862719	-0.8262691904	1.5758628131
r99	0.0064820030	1.3934974015	-0.9726548400	0.6335065070	-1.6006792101	0.0795462696
r100	-0.2684364895	0.9460184870	-1.0004697211	-0.2787815406	-1.0532944086	-0.2868979836
