	i1	i2	i3	i4	o1	o2
r42	-0.8558156912	-0.7611182600	1.8291825157	-0.9496918949	1.3567639736	-1.5850561742
r43	1.0523585085	-1.1469207140	-0.8894259332	1.5219731204	-0.1426481268	2.4210971464
r44	-0.1606691186	0.8220960501	0.1048322175	-1.6897298482	0.3878030393	-1.4306830093
r45	-0.0299558025	0.4254476113	1.5703035431	0.7999995721	0.2319997356	-0.7193221840
r46	-0.2996071672	-1.0958843151	1.4478544466	-0.8554145128	1.5347904333	-0.8592658777
r47	-0.3705874388	-0.2394323809	0.2745039356	-0.5656175534	0.3464921322	-0.5163006228
r48	-0.2444353727	-1.0150530393	0.2431064797	0.0589727895	0.4606763013	0.2845051205
r49	-1.4871809989	1.0945217618	-1.3981717713	1.7039403972	-2.7588255420	0.3403613168
r50	-0.6485959043	-0.6151251920	0.5808741812	-1.6885962366	1.0804441841	-1.2188672766
r51	0.3913480307	0.3958346876	0.6447013853	-0.3986247364	0.5259920935	-0.5721715766
r52	-0.1034950061	0.4332974170	0.7142456571	-0.7177495748	0.4594949470	-1.0512822947
r53	-1.2404719769	-1.0143065200	-0.1147920194	-0.7089070397	0.1600637721	-0.4218585692
r54	0.0888619439	0.1061477265	0.3039995076	-0.1463952921	0.2207383939	-0.2568636864
r55	-1.6848097108	0.2850808637	-0.5760320107	0.8728188256	-1.6496763277	-0.2431209975
r56	1.3004067173	-1.3454492258	0.2833290973	0.6593035355	1.0900998285	1.5395908246
r57	-0.6732682605	0.0897428492	-0.9117556050	-0.6009988608	-0.5577326596	-0.1828868274
r58	-0.6882332404	-0.5814381256	-1.0758947626	-0.7788669405	-0.2514336660	0.1554838163
r59	-1.0064289683	-0.2694979539	1.2047518967	-0.3196438833	0.4296213670	-1.2353596262
r60	0.6133568578	-0.8286892248	-0.3572792610	-0.7625347739	0.8538087483	0.5551755886
r61	-0.2899078006	0.0298921471	0.7905027840	0.7420532995	-0.0872817427	-0.2362186066
r62	-1.2640685354	-0.0291633744	-0.3431732311	0.1484866268	-0.8381784043	-0.3684527241
r63	-1.8869270022	1.6629800646	0.9604295028	1.3235509415	-1.8008515624	-1.6992106656
r64	-0.0763219118	0.0970506807	0.9683229618	-1.4356348474	1.1019862562	-1.3782112279
r65	1.6686088303	0.5474669086	-1.7129819102	-0.5489718593	-0.1022313258	1.2809453755
r66	1.6171516764	-0.0231791874	-0.5448381994	1.1803160579	-0.0605916576	1.7666410768
r67	-0.3804969984	0.5960856758	0.2684577441	-2.0115103580	0.6267826242	-1.6873516278
r68	0.8278887452	1.1942273928	0.1951659751	-1.7814271637	0.7741455384	-1.2072609331
r69	0.4830466788	0.5644033449	-1.4607108019	0.7273827048	-1.1438712379	1.1681905908
r70	2.3899399108	-0.3158543597	1.7762637721	0.0334505395	2.2022724888	0.4042503649
r71	0.7428606868	-0.4931968747	-0.5119247516	-1.3565712871	0.9564658867	0.2341389201
r72	0.1893615287	-0.1533187580	1.9025314641	-0.0069045573	1.1629778532	-0.9127056950
r73	-0.1627635425	0.4994166896	-1.0751060027	-0.1097272719	-0.8243609764	0.2172194833
r74	-0.2230787467	-1.8651543346	1.7749291737	-0.3732482154	1.8773832558	-0.3650796446
r75	-0.8819374410	-0.1821916861	0.5120210492	2.8274816821	-1.3979339350	0.7938986516
r76	1.0626552187	0.1902389643	-0.5428576023	1.3072804631	-0.4838323855	1.4338490476
r77	-0.0947972120	0.9619935039	-0.7021025455	0.2597814062	-0.9880839511	-0.0077789419
r78	0.1175774589	-0.1663087247	-0.5504329316	-0.2371957110	-0.0426088993	0.3386239811
r79	-0.9034518707	-1.0328386678	-0.6386747519	0.4121571680	-0.4734943280	0.6363246974
r80	0.3013504737	0.5829059318	0.5342970521	0.3458713113	-0.0134706012	-0.2697847616
r81	-0.0927703929	2.2715681872	-0.6487064344	0.6634566004	-1.7652445687	-0.5007267479
r82	-0.3150257237	-1.1052464263	-0.4910954681	0.3327554301	-0.0444153075	0.8535392599
r83	-0.6290812334	1.3598305826	1.0876540878	-0.6466586577	-0.0643372059	-1.9748719381
r84	-0.6479704177	-0.5176956846	-0.2084024091	-0.1379617985	-0.1093746680	-0.0226949214
r85	0.3738153842	0.3205163934	-0.0798034756	0.5016367056	-0.2508764368	0.3325192493
r86	1.6267262087	2.6698197829	-0.3902162672	0.8619839238	-1.0916343030	0.1411741576
r87	1.1092831664	-0.6614983512	-1.7546187075	0.0276161533	-0.0934493863	1.9294554345
r88	-0.2545748211	-0.8379714171	1.3050630103	-0.5078879010	1.1963505096	-0.7082482284
r89	0.5582664719	0.3520165710	0.6238579488	1.7034970647	-0.3751370652	0.6268077871
r90	-0.2906587228	-0.2214158495	-1.6124331863	-1.7054525320	-0.0761902268	0.0082870371
r91	1.2471133139	0.6248315545	1.0941610836	-0.4620360635	1.0913633922	-0.5347708398
r92	-1.1165684108	0.4641904612	0.9683129893	-1.4303725152	0.4313887440	-2.1028497554
r93	1.0114654834	2.5596906410	0.4467609657	1.0643463882	-0.9893990642	-0.4953515472
r94	0.8815945948	-1.6723531384	-0.6330394372	0.9245094993	0.4390350115	2.1488531132
r95	-0.4281434230	0.8744537531	-1.1555417099	-0.5607993979	-0.9568172441	-0.2978405208
r96	-0.1246143338	-0.1415547586	-2.7099822116	-1.2617690431	-0.8190946788	0.9074510918
r97	-0.7639351936	1.5786324068	0.6599237824	-1.7111650322	0.0457702020	-2.4586506374
r98	0.1073453151	-0.4675196076	0.8668171220	1.0356440791	0.2375676733	0.3314622354
r99	-2.7261723697	0.3007389772	-1.1071708252	0.5138370791	-2.2623447206	-0.6720367848
r100	-2.1750669945	1.4602683828	1.1575362255	-0.3076373147	-0.9709506906	-2.6938846126
