	i1	i2	i3	i4	o1	o2
row-42	-0.3285962760	0.3480935088	-0.2068947452	0.2043514188	-0.3348907859	-0.2295590536
row-43	1.3668191603	-1.2198081558	-1.8273460953	1.8356927704	1.3222896290	-1.7470313924
row-44	1.1831781074	-1.1653859200	-0.2919304929	0.3002270645	1.1785649777	-0.2157078547
row-45	2.1645940055	-2.1975217509	0.2374795044	-0.2216603209	2.1764519072	0.3809337444
row-46	0.1609103610	-0.1303904906	-0.3708193501	0.3716726612	0.1515722355	-0.3621727574
row-47	-0.6508784064	0.7186127438	-0.7528838425	0.7475611241	-0.6723716617	-0.7995585921
row-48	0.2117420835	-0.2448826617	0.3757865378	-0.3739462787	0.2221767738	0.3916502338
row-49	0.3051253279	-0.3435587124	0.4316603709	-0.4290997559	0.3172719425	0.4539498190
row-50	1.6657304936	-1.7166777431	0.4845021089	-0.4720780748	1.6827938288	0.5964622168
row-51	0.4066640117	-0.5004306526	1.0766169760	-1.0727878841	0.4360407699	1.1089272543
row-52	1.4858245004	-1.4367783139	-0.6812565864	0.6914140119	1.4717537570	-0.5871709411
row-53	1.0868284260	-1.1193699684	0.3078753006	-0.2997759189	1.0977447367	0.3808823733
row-54	0.5395209606	-0.6268551998	0.9915822723	-0.9868649731	0.5670050564	1.0321800854
row-55	1.7312790867	-1.8069780725	0.7716051524	-0.7584695984	1.7560651788	0.8893630092
row-56	1.0181862609	-0.9591428500	-0.7665394943	0.7732511278	1.0006598786	-0.7036221148
row-57	-1.5205936670	1.6393520265	-1.2936446027	1.2815959921	-1.5585670385	-1.4002708013
row-58	0.6147465166	-0.6614627972	0.5077308783	-0.5028725368	0.6296968477	0.5507585094
row-59	0.8088352486	-0.8146145171	0.0118543153	-0.0060070796	0.8112435535	0.0650590173
row-60	-0.9501592452	1.0375141618	-0.9632705994	0.9556132248	-0.9779628913	-1.0307016715
row-61	0.6156919686	-0.6077873143	-0.1359587445	0.1402892928	0.6137111195	-0.0962118185
row-62	0.7783422205	-0.7152251621	-0.7978626921	0.8028173479	0.7593701533	-0.7508665244
row-63	0.6614396451	-0.6868873089	0.2538658881	-0.2488814084	0.6698325410	0.2986430338
row-64	-1.0855759499	1.2005325838	-1.2790977447	1.2702007530	-1.1220390958	-1.3570663015
row-65	0.2987702820	-0.2435708794	-0.6712163794	0.6728151352	0.2818868954	-0.6550719649
row-66	-0.6141389736	0.4988079802	1.4017052601	-1.4049733342	-0.5788559327	1.3686336764
row-67	-0.6436080825	0.5254208989	1.4374103259	-1.4408614246	-0.6074621257	1.4025879491
row-68	-0.4287676596	0.4702366350	-0.4588322005	0.4553566873	-0.4419495607	-0.4893864665
row-69	1.2958816670	-1.3699179142	0.7822893762	-0.7722872257	1.3198203069	0.8714956740
row-70	-0.3268326830	0.4703234388	-1.6680907241	1.6643465288	-0.3715625040	-1.6982274769
row-71	-0.6382182852	0.7063462839	-0.7584029087	0.7531669749	-0.6598239171	-0.8042745084
row-72	-0.5230422634	0.5976554053	-0.8428295774	0.8383547521	-0.5465703899	-0.8815721797
row-73	0.9158739846	-0.8706908456	-0.5961027853	0.6022175840	0.9025661169	-0.5390225433
row-74	-2.0033975700	2.0292457029	-0.1652665567	0.1506707096	-2.0129379445	-0.2977546418
row-75	0.2657845150	-0.3757619233	1.2774325876	-1.2744534401	0.3000790059	1.3015294994
row-76	-0.1020004497	0.1824282317	-0.9406249598	0.9391075828	-0.1270099780	-0.9522116015
row-77	0.4723333090	-0.4090318470	-0.7787560900	0.7815181386	0.4530707253	-0.7517664908
row-78	0.6601268202	-0.5281606557	-1.6009231594	1.6043576687	0.6197221244	-1.5658646059
row-79	-0.2688246626	0.1515057904	1.4011165906	-1.4018930090	-0.2326620742	1.3907302373
row-80	-1.0443526523	1.0447679328	0.0677296655	-0.0752105394	-1.0452777772	-0.0005360081
row-81	1.8617059681	-1.9856420372	1.3309353972	-1.3163939963	1.9015444960	1.4601674570
row-82	-0.1394374229	0.1766868118	-0.4292305499	0.4278677279	-0.1510906629	-0.4406211383
row-83	1.3203838220	-1.3016141245	-0.3129900793	0.3222593779	1.3155723037	-0.2278619409
row-84	1.2701752090	-1.3294243187	0.6098332567	-0.6001598640	1.2895103926	0.6964549522
row-85	1.8258219546	-1.7697020653	-0.7882523560	0.8007746887	1.8098177115	-0.6723834111
row-86	-0.7916993520	0.9230042503	-1.4921727940	1.4852197496	-0.8330061820	-1.5519392368
row-87	1.6379841475	-1.7311171904	0.9835263782	-0.9708881255	1.6681034655	1.0962550046
row-88	1.0458659532	-1.0741126964	0.2601161687	-0.2523520808	1.0554196857	0.3301838482
row-89	-0.8822108787	0.8653800972	0.2596728765	-0.2658241495	-0.8776662658	0.2030572555
row-90	1.6201982870	-1.7275291527	1.1520627364	-1.1394128670	1.6547052141	1.2644980203
row-91	-0.3284838505	0.2486474255	0.9635921181	-0.9651624849	-0.3039859112	0.9470137971
row-92	1.2276981348	-1.0927632752	-1.6753729455	1.6828418010	1.1868059887	-1.6034097216
row-93	-0.9961441440	0.8435366535	1.8675157691	-1.8731539077	-0.9495970966	1.8117642459
row-94	-0.1436970610	0.0211200550	1.4543743943	-1.4542035295	-0.1058090891	1.4524859163
row-95	1.0848216944	-0.9376737824	-1.8093495548	1.8156759921	1.0400346803	-1.7474695542
row-96	-1.5652767299	1.6952046389	-1.4221533876	1.4096755649	-1.6067466154	-1.5323827856
row-97	-1.3836057048	1.2773681643	1.3480607259	-1.3569266207	-1.3517283089	1.2641540555
row-98	-1.3783124717	1.3086878955	0.9162650572	-0.9254513785	-1.3577806638	0.8304637579
row-99	-0.1920373217	0.1839632097	0.1084950760	-0.1097909049	-0.1896808760	0.0964410307
row-100	0.9045516558	-0.8863061276	-0.2778970469	0.2841944179	0.8995855230	-0.2199082055
row-101	-1.2550488248	1.1966487815	0.7754295508	-0.7838432454	-1.2379025038	0.6969956888
row-102	1.1214460686	-1.1381487979	0.1188319292	-0.1106397208	1.1274789163	0.1931317504
row-103	1.2377975214	-1.3071447769	0.7310759132	-0.7215354932	1.2602383311	0.8161999283
row-104	-0.7276125058	0.7640265513	-0.3784862754	0.3729207206	-0.7394553233	-0.4282583776
row-105	-1.6455055203	1.6246950357	0.3596462191	-0.3712231813	-1.6403093082	0.2533988101
row-106	-0.2334292248	0.0759101123	1.8723533577	-1.8724829403	-0.1847780036	1.8667398395
row-107	0.4211995637	-0.4722536841	0.5723046982	-0.5687895595	0.4373469852	0.6029510034
row-108	-1.4597608260	1.4254112944	0.5062666286	-0.5163812897	-1.4502260118	0.4129846904
row-109	-0.8774048098	1.0203100157	-1.6229047516	1.6152245887	-0.9223729667	-1.6889812456
row-110	1.7010909911	-1.6341572854	-0.9070029325	0.9185264495	1.6816394653	-0.7999459211
row-111	0.5590966197	-0.5629204783	0.0061793545	-0.0021392039	0.5607083252	0.0429459347
row-112	-1.5742165895	1.6069996607	-0.2768289223	0.2652378300	-1.5855794394	-0.3816977718
row-113	1.5875548104	-1.6959299467	1.1666378521	-1.1542114663	1.6223605572	1.2770040439
row-114	0.3446767417	-0.3384592322	-0.0972322390	0.0996390259	0.3430122211	-0.0750907906
row-115	1.0601671725	-1.0614572468	-0.0585212865	0.0661239423	1.0613755338	0.0108312744
row-116	-0.1685366546	0.1137603044	0.6571750557	-0.6578455732	-0.1516850974	0.6495144997
row-117	-0.9492694720	0.9012792393	0.6315023600	-0.6378287740	-0.9351169019	0.5724117624
row-118	0.6741906904	-0.5637288937	-1.3485051800	1.3522508345	0.6404628417	-1.3112117207
row-119	0.4002253108	-0.4331944217	0.3606591465	-0.3574711619	0.4107505799	0.3888282514
row-120	0.6104026902	-0.7260617183	1.3204173957	-1.3149154267	0.6467212176	1.3673800865
row-121	0.3378370268	-0.2660173481	-0.8697774786	0.8714932654	0.3158313249	-0.8520974226
row-122	0.1178823191	-0.0199275653	-1.1624438183	1.1623291108	0.0876072945	-1.1607353930
row-123	-0.6181392610	0.4982882722	1.4552446421	-1.4584971191	-0.5814581207	1.4221882683
row-124	-1.3607569271	1.2769790234	1.0818195041	-1.0907416252	-1.3358243528	0.9980314232
row-125	-0.6741440847	0.7339695551	-0.6580721170	0.6526602353	-0.6932034182	-0.7057831197
row-126	1.1179219277	-1.1261416876	0.0191182204	-0.0110342631	1.1213224590	0.0926686583
row-127	-1.3343688215	1.4368675138	-1.1149992486	1.1044430028	-1.3671598618	-1.2084621162
row-128	1.4469711958	-1.3920566698	-0.7477041446	0.7575259765	1.4310517020	-0.6565163664
row-129	0.0157840306	-0.1444608113	1.5151607411	-1.5137884100	0.0556844824	1.5240663732
row-130	1.3888903830	-1.2884052281	-1.2806451827	1.2896052091	1.3588001946	-1.1960411874
row-131	-0.2522960640	0.2746107944	-0.2454004605	0.2433758142	-0.2594057835	-0.2632515625
row-132	0.0451308211	0.0229421109	-0.8052733593	0.8049302498	0.0240633611	-0.8064900807
row-133	-0.2179391128	0.3332954459	-1.3441420750	1.3414528238	-0.2538645269	-1.3654418236
row-134	1.4228393040	-1.4727014444	0.4886061430	-0.4779316539	1.4393810454	0.5846288129
row-135	0.1628608884	-0.0337431306	-1.5327797452	1.5326820667	0.1229599677	-1.5300393172
row-136	-1.7378563860	1.7192617925	0.3399573201	-0.3522171340	-1.7334175003	0.2275399061
row-137	-0.8943286199	0.8599671892	0.4670873223	-0.4731537813	-0.8843589352	0.4107526755
row-138	-0.8932169395	0.8952190196	0.0385218594	-0.0449362405	-0.8945187036	-0.0199653828
row-139	-0.2424341689	0.1881049749	0.6570447572	-0.6582487037	-0.2257775774	0.6445282145
row-140	0.1176039799	-0.1923858157	0.8730110971	-0.8714372657	0.1408752245	0.8852718082
row-141	0.5633513628	-0.5307260297	-0.4236142919	0.4273281839	0.5536674562	-0.3888001758
row-142	0.2211637731	-0.1648094635	-0.6794285166	0.6804603631	0.2038631974	-0.6684257529
row-143	0.0121128044	-0.0589707104	0.5513061856	-0.5507608795	0.0266474872	0.5549650933
row-144	-0.9284804900	1.0475331116	-1.3382869146	1.3304745263	-0.9660935516	-1.4062411648
row-145	0.0716626331	-0.0954418529	0.2752182659	-0.2744724918	0.0790885828	0.2813560071
row-146	-0.7875086386	0.8478960280	-0.6568102259	0.6505812367	-0.8068286094	-0.7119631000
row-147	-0.4203568900	0.5096050174	-1.0224210420	1.0185381406	-0.4483433995	-1.0553495359
row-148	-1.6664585583	1.5795845730	1.1395602197	-1.1506406428	-1.6407993511	1.0359863953
row-149	1.1074439389	-1.0997472360	-0.1677042349	0.1755574067	1.1059025480	-0.0958124462
row-150	-0.2779213120	0.2938428802	-0.1682849067	0.1661393706	-0.2830687612	-0.1874191936
row-151	-0.7871588057	0.6272705549	1.9387757480	-1.9428464477	-0.7381954350	1.8971253189
row-152	-0.6309134871	0.5600793818	0.8785442153	-0.8823678631	-0.6094367937	0.8416535982
row-153	0.6498159270	-0.6531924325	-0.0054005340	0.0100857911	0.6513581378	0.0372664665
row-154	1.5261376672	-1.4928357570	-0.4985377894	0.5091379135	1.5169782214	-0.4008545365
row-155	-1.7548323264	1.6913345110	0.8702533520	-0.8821952443	-1.7364868712	0.7594745090
row-156	1.1707045897	-1.0470285019	-1.5387423340	1.5459133439	1.1332590800	-1.4698142204
row-157	-0.3323077076	0.3345790038	-0.0036554353	0.0012541238	-0.3332651930	-0.0255081297
row-158	1.0031928268	-1.0464344538	0.4397752986	-0.4321699680	1.0173622704	0.5079722232
row-159	0.9305654918	-0.9503162835	0.1680222868	-0.1611668147	0.9373976461	0.2300360820
row-160	-1.0699048275	1.1556237598	-0.9356660627	0.9271674073	-1.0972926506	-1.0108214574
row-161	-1.6054745459	1.6720670999	-0.6730481366	0.6609023746	-1.6273418075	-0.7820283920
row-162	-1.4609788991	1.3976882512	0.8473779646	-0.8572181064	-1.4424735796	0.7557874626
row-163	-0.7364835233	0.5625964361	2.1002066455	-2.1037775435	-0.6831420207	2.0627240961
row-164	1.2447313826	-1.0996330969	-1.7963177938	1.8038091280	1.2007016730	-1.7238635231
row-165	0.3827601224	-0.4051701964	0.2374516152	-0.2344920075	0.3899988854	0.2638333553
row-166	0.1856451800	-0.3475025995	1.8943316846	-1.8914185396	0.2359608034	1.9163668734
row-167	1.0238152785	-0.9075572228	-1.4411176952	1.4473096823	0.9885572654	-1.3813337065
row-168	-1.0192459404	0.9286887928	1.1379541969	-1.1443649995	-0.9919514473	1.0768960327
row-169	-0.6925419304	0.8204946282	-1.4595675523	1.4533572105	-0.7327340000	-1.5126496996
row-170	-0.4764945886	0.4493380380	0.3531331613	-0.3562787433	-0.4684397112	0.3236597971
row-171	1.5473884055	-1.5946996859	0.4498871692	-0.4383459632	1.5632343853	0.5538920490
row-172	-1.9808428798	2.0327224802	-0.4735758711	0.4588867355	-1.9984355291	-0.6061831582
row-173	-1.9281061904	1.9454700164	-0.0705277017	0.0565539203	-1.9349591061	-0.1975768951
row-174	0.3261349787	-0.2009879826	-1.4973443101	1.4984544170	0.2875894594	-1.4836922124
row-175	1.6426609225	-1.7246754246	0.8521862237	-0.8396233033	1.6693371791	0.9645400508
row-176	-1.6462211478	1.6278429563	0.3310351433	-0.3426410331	-1.6417794661	0.2245921314
row-177	-0.4192165750	0.4587592660	-0.4367980671	0.4334097848	-0.4317940652	-0.4666103672
row-178	0.3227984601	-0.3056278480	-0.2247763490	0.2269193079	0.3177219119	-0.2047347410
row-179	-0.3692786799	0.3293727969	0.4959087999	-0.4981620188	-0.3571898872	0.4742213399
row-180	-0.2288559707	0.1044131833	1.4822816180	-1.4827021694	-0.1904545664	1.4749428476
row-181	-1.7224736526	1.7778146354	-0.5323296564	0.5194563819	-1.7409422684	-0.6482663559
row-182	0.2549533166	-0.2312704658	-0.2967952101	0.2983887131	0.2478063079	-0.2815852615
row-183	-1.7810833977	1.7706311902	0.2470177567	-0.2596667324	-1.7792015276	0.1312775297
row-184	0.6519228916	-0.5600537496	-1.1278708054	1.1316390005	0.6239415847	-1.0908946101
row-185	-1.3946196663	1.3161747274	1.0213334756	-1.0305502219	-1.3713660764	0.9350063837
row-186	-1.6083532136	1.6407685518	-0.2701219316	0.2582900447	-1.6196281018	-0.3771988389
row-187	-0.6652106464	0.6019837591	0.7912898146	-0.7954334553	-0.6461182627	0.7516926295
row-188	-0.3829553800	0.3989717287	-0.1620977994	0.1591993677	-0.3882123060	-0.1881010394
row-189	1.2479933040	-1.3467203586	1.0765627447	-1.0666617972	1.2795493098	1.1641508469
row-190	-0.3773557855	0.2949472195	0.9972993519	-0.9991944335	-0.3520977785	0.9776850330
row-191	0.8659365018	-0.7983692733	-0.8563923235	0.8619305383	0.8456517267	-0.8039448805
row-192	-0.5354636018	0.4507517129	1.0354351167	-1.0384395939	-0.5096121578	1.0056306411
row-193	0.6292483491	-0.6689637262	0.4242275342	-0.4193338862	0.6420395343	0.4677743319
row-194	0.6320667341	-0.6184791802	-0.2040616752	0.2084538378	0.6283367342	-0.1635925470
row-195	-0.7773255318	0.7405702125	0.4871593621	-0.4923647352	-0.7665245444	0.4386164422
row-196	-1.9402986199	1.9582693757	-0.0768315902	0.0627645799	-1.9473489749	-0.2047146039
row-197	0.4209961422	-0.4350663565	0.1365202807	-0.1333685510	0.4256787962	0.1648900943
row-198	0.1235549873	-0.0579307677	-0.7818725707	0.7821148865	0.1033064058	-0.7778150406
row-199	-0.0758497370	0.0070427688	0.8160590080	-0.8159286399	-0.0545781591	0.8153134078
row-200	1.6004225103	-1.5652741343	-0.5254612399	0.5365751188	1.5907473274	-0.4230370477
row-201	1.5715038116	-1.6611599144	0.9471789451	-0.9350506716	1.6004946197	1.0553508341
row-202	-0.9743786619	0.8176173085	1.9149491200	-1.9203907806	-0.9265273640	1.8608739926
row-203	-0.4488807116	0.4118392783	0.4676910925	-0.4705422381	-0.4377405696	0.4406269760
row-204	1.1809410611	-1.2076019877	0.2320367836	-0.2233211756	1.1901062118	0.3108335200
row-205	1.3456276733	-1.3747788894	0.2499289017	-0.2400098848	1.3556903720	0.3396390087
row-206	0.6847205591	-0.7598024419	0.8371100418	-0.8314731294	0.7085172813	0.8864457378
row-207	0.0755598954	-0.1849982376	1.2843085271	-1.2826965260	0.1095422220	1.2959427631
row-208	-1.4794823545	1.4051069559	0.9792814464	-0.9891455758	-1.4575549920	0.8871602108
row-209	-0.4229888627	0.5336983650	-1.2751273774	1.2710155957	-0.4576301742	-1.3095411612
row-210	-0.7200303031	0.7669265983	-0.5025307569	0.4969168979	-0.7351167231	-0.5524488742
row-211	0.7587421419	-0.8168940354	0.6324687273	-0.6264675637	0.7773471966	0.6856051370
row-212	0.0270468858	-0.2143359997	2.2050339126	-2.2030073227	0.0851251180	2.2182622175
row-213	1.2822845098	-1.2642323953	-0.3018850814	0.3108886393	1.2776663811	-0.2192025226
row-214	0.0919092457	-0.2352606631	1.6827851471	-1.6807241974	0.1364167276	1.6975629677
row-215	0.2164311044	-0.1565868907	-0.7202225742	0.7211863834	0.1980450870	-0.7097426151
row-216	2.2359189684	-2.2726794199	0.2776822060	-0.2613148776	2.2490193580	0.4260315126
row-217	-0.4752448869	0.4759700831	0.0245026696	-0.0279121766	-0.4758320976	-0.0065952369
row-218	-0.2662652135	0.2947040260	-0.3165919696	0.3144073794	-0.2752839849	-0.3357306042
row-219	0.4959563830	-0.4505930718	-0.5690252385	0.5721319676	0.4822724470	-0.5393943462
row-220	-0.3087729177	0.4300175548	-1.4072102192	1.4038130362	-0.3465929098	-1.4348055750
row-221	1.3199483680	-1.2722601763	-0.6537198628	0.6627030255	1.3061720961	-0.5703898213
row-222	-0.5460992820	0.4353507197	1.3429769390	-1.3458027452	-0.5121848603	1.3140707977
row-223	1.6642584477	-1.6804305274	0.0748324750	-0.0627593160	1.6705407325	0.1845683584
row-224	-1.4685381870	1.2971151247	2.1220781519	-2.1309141467	-1.4165187488	2.0366107836
row-225	-1.6826437127	1.6877879839	0.0563918107	-0.0684886684	-1.6855215157	-0.0538705680
row-226	1.9190386086	-2.0046384775	0.8752152751	-0.8606386012	1.9470370477	1.0058476215
row-227	-0.3131458928	0.2749273591	0.4721225680	-0.4739904305	-0.3015373550	0.4539996898
row-228	0.4932054239	-0.5107136921	0.1720111152	-0.1683087719	0.4990089023	0.2053096283
row-229	0.8979955720	-1.0585477120	1.8294149238	-1.8214146396	0.9484497902	1.8979167523
row-230	-0.9076183074	1.0579431397	-1.7082326465	1.7002635627	-0.9549095084	-1.7767373937
row-231	1.4175605721	-1.3577435111	-0.8034278132	0.8129911064	1.4000989176	-0.7144617954
row-232	-1.4420298510	1.4602294016	-0.1141766346	0.1036746292	-1.4487711650	-0.2095156903
row-233	-0.0872370381	-0.0104365644	1.1569998449	-1.1566684909	-0.0570257983	1.1572766437
row-234	-0.9528072434	0.9753011233	-0.1987987028	0.1917571499	-0.9605066864	-0.2624336832
row-235	1.0809965263	-1.1874976199	1.1797806294	-1.1709991754	1.1148350537	1.2569325269
row-236	-1.1530362114	1.0785707579	0.9576419074	-0.9651680372	-1.1308319946	0.8868568797
row-237	0.0923634550	-0.0891873833	-0.0438479803	0.0444781524	0.0914493406	-0.0380071095
row-238	1.1142084625	-1.1234494759	0.0314103557	-0.0233429894	1.1179227395	0.1047806425
row-239	-1.5964128893	1.7401068876	-1.5822004474	1.5693649870	-1.6421738576	-1.6953067539
row-240	1.3087289589	-1.4451037336	1.5159598477	-1.5052556276	1.3520016676	1.6098203701
row-241	0.1199358343	-0.1165670241	-0.0480364610	0.0488621451	0.1189829990	-0.0404057458
row-242	0.6684626073	-0.5980685411	-0.8759701545	0.8800669334	0.6471509552	-0.8365990688
row-243	1.1072918297	-0.9829582793	-1.5420798697	1.5487904556	1.0695941569	-1.4773355159
row-244	0.5804564032	-0.6078806164	0.2827879712	-0.2783639290	0.5894002527	0.3223944501
row-245	0.5559826674	-0.6062801998	0.5540168043	-0.5495441206	0.5719983364	0.5934238302
row-246	2.2151417927	-2.1727448587	-0.6536212563	0.6690651408	2.2036884017	-0.5114735463
row-247	1.6913332330	-1.7408341285	0.4656786608	-0.4530854847	1.7079677380	0.5792231986
row-248	-0.6242650334	0.5270802659	1.1885839954	-1.1921021574	-0.5946148488	1.1537403096
row-249	1.0052989493	-0.8088138393	-2.3851827790	2.3904570396	0.9451572938	-2.3315181157
row-250	-0.0611020514	0.0530663401	0.0989374910	-0.0992962939	-0.0586576621	0.0954366896
row-251	1.5668862495	-1.5580608159	-0.2129536958	0.2240850957	1.5653453214	-0.1111100247
row-252	-0.4477530417	0.3285494812	1.4357672291	-1.4378062003	-0.4111426657	1.4138046405
row-253	1.4334101407	-1.5001995304	0.6873327097	-0.6764168781	1.4552072080	0.7850819500
row-254	1.2802908096	-1.1202582417	-1.9747681488	1.9823679046	1.2316587500	-1.9009042394
row-255	-0.0588784940	-0.0433220180	1.2083705030	-1.2077918184	-0.0272423356	1.2107773308
row-256	-0.0970755206	0.1639739769	-0.7815450970	0.7801953873	-0.1178873481	-0.7919820173
row-257	0.9841443323	-1.0847348612	1.1168686896	-1.1088384726	1.0160767917	1.1873303632
row-258	-0.3171187386	0.1736803748	1.7122530230	-1.7131195668	-0.2728962169	1.7003093911
row-259	-0.6144232085	0.5533457503	0.7624303908	-0.7662314662	-0.5959583957	0.7260202342
row-260	0.8632482484	-0.8616399173	-0.0789810256	0.0851455184	0.8634079707	-0.0226729386
row-261	1.3292289307	-1.2255698792	-1.3138958914	1.3223977229	1.2981093725	-1.2333845285
row-262	2.2092603045	-2.2124205814	-0.1163904626	0.1322380973	2.2119246729	0.0281607743
row-263	0.9549157583	-0.9757748174	0.1793882255	-0.1723475767	0.9621100324	0.2430609393
row-264	-0.5251124087	0.6613497531	-1.5688322553	1.5637395080	-0.5677449526	-1.6114811677
row-265	-0.4501365167	0.3130531727	1.6466187762	-1.6484998262	-0.4079854181	1.6255945848
row-266	2.0477358624	-2.0188194252	-0.4831330748	0.4975103843	2.0403336214	-0.3510991024
row-267	-1.7443773803	1.7316605241	0.2711506705	-0.2835146941	-1.7417655025	0.1579474774
row-268	-0.7699125687	0.7063210210	0.8028676312	-0.8077572931	-0.7507869867	0.7564513111
row-269	-1.1585919672	0.9454988233	2.5915427899	-2.5977519788	-1.0934188969	2.5288779442
row-270	-1.3142946118	1.1590993176	1.9201328890	-1.9280234286	-1.2671879852	1.8437510846
row-271	-1.5704859608	1.6621821384	-0.9712888747	0.9591479225	-1.6001083939	-1.0795190958
row-272	-1.3720222562	1.3879502236	-0.0922777639	0.0822991937	-1.3780060181	-0.1829033642
row-273	-0.6648174138	0.6175000084	0.6037936470	-0.6080901747	-0.6506564982	0.5632485889
row-274	1.6697459563	-1.6433202453	-0.4274986968	0.4391942481	1.6628275696	-0.3200109844
row-275	0.4900171004	-0.4251238190	-0.7987429488	0.8016160218	0.4702745550	-0.7706952625
row-276	0.9891484709	-0.9900803131	-0.0578039413	0.0648946487	0.9901916274	0.0068861823
row-277	0.5230646434	-0.4951072179	-0.3658086720	0.3692798239	0.5147970164	-0.3333413285
row-278	0.7923992866	-0.7794340237	-0.2078782773	0.2134243951	0.7889844551	-0.1568945927
row-279	1.0849906050	-0.9499856899	-1.6662747208	1.6727212080	1.0439679180	-1.6036406026
row-280	0.5582549872	-0.5431977543	-0.2162468004	0.2200961408	0.5540131160	-0.1806906271
row-281	-0.6242474676	0.5439801415	0.9892366951	-0.9929202983	-0.5998414941	0.9533589083
row-282	0.2990928288	-0.3003300193	-0.0062201872	0.0083735837	0.2997044239	0.0133988939
row-283	-0.4823909788	0.4199080899	0.7698098611	-0.7726519265	-0.4633898137	0.7421129801
row-284	0.0583402044	-0.0174710233	-0.4856374791	0.4856551759	0.0457156872	-0.4843263598
row-285	1.3676453675	-1.2254918860	-1.7701650971	1.7785652266	1.3246222460	-1.6894991559
