,i1,i2,i3,i4,o1,o2
r37,1.2604715114,-0.7322444649,0.0137813441,0.8081271096,-1.9027768468,-0.8216798107
r38,0.5131260962,0.0234569321,-0.9279216249,-1.1014302858,-0.4008287234,-1.5833052743
r39,0.1396364123,0.2911276836,0.2978590154,0.8618437028,-0.9805403789,-0.3769775451
r40,0.5762746140,0.5767948366,0.0192942004,-0.4176181939,1.6161366420,-0.1763753235
r41,-0.6717266412,-0.7667329752,0.7741742500,-1.9385259683,0.8826625463,-0.3402326498
r42,0.2260842903,-2.7886439333,0.5124148437,-1.1813093032,0.6800024573,-0.3635895955
r43,-0.2178420393,1.2875770231,-0.3188368774,-0.5548788300,0.8903769768,-0.7529080438
r44,0.0177422019,0.0461746723,1.2541507427,0.3888474932,0.8741348330,1.6745434817
r45,-1.4052356854,-0.0095564704,0.0731484229,0.3934965886,0.2358473783,0.0183965643
r46,1.6490633838,0.0827948421,-1.2868140560,0.5727387308,0.2072572132,0.4689428432
r47,0.0347114013,1.0842822447,-1.0257080686,0.1975541944,1.0635348995,-0.0585283733
r48,-1.0828252952,-1.7020744310,0.3827697379,-0.0434887822,-0.3536343035,2.3723983114
r49,-0.7841560287,0.8569206936,-0.7039307751,0.4691890490,-0.5628266785,0.5987019097
r50,-0.4702857280,0.4066432804,-1.3341163649,-3.0801461360,-1.6878148274,-2.0314539844
r51,-0.2255274372,1.7663221911,-1.6273563122,-0.0920545787,1.5620377457,0.8708960497
r52,-0.8276471318,0.8377847611,-0.8973290905,-0.2486537396,-0.8344821492,0.7698976330
r53,-0.4296019967,0.0166055258,0.9961240931,-1.2086897101,-0.3582758102,-0.9847497135
r54,1.0224502776,0.6087537988,1.7378986602,0.1207427217,1.2181207987,-0.1703933425
r55,1.6325679180,0.0375942365,-0.5630074718,-1.3602637802,-0.6651259250,-1.1819628100
r56,-0.5299870836,0.0029650273,-0.5389568367,0.7371308235,0.2687592925,0.5135593149
r57,0.3455798126,-0.2246415314,-0.0594662139,-1.4643755337,-0.3179724893,-0.2995482524
r58,1.2718878860,-1.0962037214,0.0949506979,1.0496510425,0.4242278799,-0.3461108245
r59,-0.9279966384,0.1981458707,1.7066985283,-0.6130446203,-1.8218474341,-1.1089818291
r60,-0.4845533676,0.2334570466,-0.5921102998,0.3357259129,-0.1471016359,0.2866419558
r61,-0.3314663274,0.6011341331,0.8824663851,1.6844815507,0.4525501833,2.2148870337
r62,1.6161167237,0.7443961898,-1.3988866856,0.8541537604,-1.2142379123,-0.0985003338
r63,-0.7885067923,-0.2550247415,-0.2151056912,-0.3666423984,0.0249662007,1.0784493730
r64,0.8782937747,-0.3919427270,0.1176028966,-0.5890884979,0.9762504614,-0.2667890188
r65,-1.1037567073,-1.2353116106,0.7650649742,-1.0076387891,-0.6675012096,0.1483522028
r66,0.6654156104,-1.5977921565,0.4831942645,-1.1985734258,0.8948696650,-0.2426533609
r67,0.7657082151,-0.4196066715,-0.0532183866,-0.4066753263,1.5179897458,-1.0416050946
r68,-1.1446853600,-0.5587924733,-0.5831678298,-1.6162910777,-0.4993428126,-1.0501158008
r69,1.1793771499,-0.9827078243,-0.8286990683,1.2969560729,-1.4102190414,0.1251956353
r70,1.0905490747,-0.2273999596,1.1863838777,0.0419837123,-1.1924674480,-1.0187015769
r71,-0.3391582790,-0.8019016891,-0.7383787886,0.8383338864,1.0074002277,-0.1971177519
r72,0.1446791638,-0.3786759844,1.4216244190,0.7305755599,1.4109568075,-0.7272554706
r73,-0.3522971924,1.8838009389,-0.2161511712,1.4069458744,1.0336236698,0.1480898593
r74,0.3790462490,0.1284530069,-0.2474559028,1.0444269019,0.8099952246,0.4901357347
r75,-0.9210837194,1.7161268993,-1.7014099294,0.3740787260,-1.1129959965,-0.9736820830
r76,-1.8668160062,-1.1324888342,-0.0927941310,-1.1963275085,-2.1593872388,0.2058131025
r77,1.2967176966,0.3869953346,0.9306361947,-1.9261804691,-0.5521076396,-0.7593148183
r78,-0.6308734929,-0.5765253217,-0.5348367529,0.2542550570,-0.9234922745,1.3393319221
r79,1.6577945285,-1.7193285314,-0.8961122323,1.6204420924,-0.5168845310,0.0577762191
r80,-1.3235068356,0.0664035706,0.6504877783,-0.3988663483,0.4914650918,0.6975119204
r81,-0.4998540332,0.0969302292,-1.6072814391,0.6476910202,-2.8280383744,0.5058217723
r82,1.3585554416,0.8302783316,0.5637718317,0.8903671628,1.4810649672,0.1421476120
r83,-0.1003515482,-0.4315369167,0.2446754304,0.5843771261,-1.8031151496,-0.5153847741
r84,-1.2274529773,0.3207870797,0.2333162471,-0.3752291388,0.9276895607,-0.7957152438
r85,1.5315212529,-0.9217671349,1.9684111733,-0.4046245123,-0.2402950772,0.7986853662
r86,-0.2623541469,-0.7398820331,-0.7288567250,-0.4255695476,0.4684322913,0.0893574581
r87,1.1759093225,-0.0795318141,2.1676738910,-0.4095967365,0.9823225363,0.1214302234
r88,0.6913001463,0.6836300837,0.0129870573,0.8302346640,-0.7026719409,1.4506072241
r89,-1.0305097678,-0.1838227871,-1.3453590866,-0.3734989472,-0.2366609198,-1.2020475284
r90,-1.1816377551,-1.5859804108,0.4761040160,-0.4501097547,0.0788073554,-1.1706371674
r91,0.9057484727,0.9353632562,0.3185552035,0.9285751624,1.1843658090,0.5776071726
r92,0.5366322082,1.3193733777,-2.7662784115,-1.0861100853,-0.6779080329,-2.0883918913
r93,-1.5373210003,-0.4855257609,1.3721811440,0.4798109347,1.4217584508,1.7612432137
r94,-0.4180586594,1.4876484343,0.0979156952,0.3038656204,0.5309748591,-0.0548906836
r95,-0.7966243582,1.3020434974,0.5292366941,-0.3320170388,-0.1278000387,0.9979072027
r96,-1.9750931569,2.0964272583,-0.5376817974,-2.2002930569,-0.1589695185,0.1344680917
r97,0.9412593016,-0.4165044910,0.5684265119,-1.1759229567,0.0897481780,-0.4016060027
r98,-0.4616523039,-0.2156506952,1.3391888246,0.0339947020,0.6957727539,-1.4113834064
r99,0.2017539995,-0.4106558637,-2.0889238519,-0.0215732431,-0.9912397992,0.1158572434
r100,-0.6907588229,0.7363745085,-2.0395336915,-0.2474362116,-0.2829485967,0.0863410915
