# application = nemoa 0.4.209
# type = base.Dataset
# name = sinus

	i1	i2	i3	i4	o1	o2
r33	0.0546610470	0.1588789738	0.3272542215	-0.2671222312	0.1158284009	0.0542626727
r34	-0.4416480008	-0.4043126117	-1.0208572654	-0.2905839170	-1.2665582897	0.6155363508
r35	-1.0692385015	-0.0738587041	0.7166823700	0.8725255894	-0.5764179962	-1.1123032619
r36	-0.8871266976	0.7930878160	0.1480511076	-1.2889341700	-1.0702505502	0.0183836279
r37	1.4711264976	-0.5426590482	1.4280138776	-0.2890681605	-0.5918748323	-0.5351423342
r38	-0.1941686608	0.6196485010	1.2064674141	0.3920249053	-0.7084581290	1.4842640381
r39	-0.7805988558	0.3446590439	-0.9044141895	-1.0452255705	-1.2636615355	0.5937533289
r40	2.8438450847	-0.8605877619	-0.3458496256	-0.0514489445	0.9138323076	-0.8821152284
r41	-1.9049831051	-0.1007381635	1.4200255971	-0.3433345461	1.4013713020	-0.5360165452
r42	1.2944966269	1.9417208974	0.8543734823	-0.5525584696	-0.0013796610	-1.2340259769
r43	-0.2415100407	0.5189708137	1.8662523911	1.8642321039	-0.8436180537	-0.0982248700
r44	0.4273159640	0.6103831018	-0.3409809025	-0.6844880851	1.1833686997	-0.0081255055
r45	2.0029867253	0.1218138198	0.4360034801	-0.7212923493	-1.3606268576	0.9715592465
r46	1.4162744019	-1.3063247075	1.2079950201	1.3297235930	-0.4156606932	0.9638732543
r47	1.0257442528	-1.8136618477	0.6276266963	0.4969821825	0.8630210538	-1.3202084959
r48	0.5251434414	-0.1119983876	-2.0070713951	-0.1479955484	1.3300092873	-0.1521162928
r49	-0.8803906125	1.1077849866	0.0098244592	1.6687067945	-1.0848647987	-1.0678417777
r50	2.0347389279	-0.5429159972	0.9541666314	-0.3812376120	-1.3354093373	2.0436215117
r51	-0.3560358614	-1.5459607148	0.1413672474	0.4381594493	-1.1188248947	-0.6269152755
r52	-0.2779829795	-0.1091361697	0.6556641368	-0.9746490640	-0.9398450326	0.3124932323
r53	-1.5092040935	0.2901807058	0.1877753162	0.1999065090	0.8617116283	-1.4380599777
r54	0.8925670435	0.2149286480	0.6589951115	0.9675177981	1.1746061903	-0.1729684542
r55	-0.5698724408	0.3470004090	-0.4525587010	-0.5865616603	-1.3794603247	0.4275167715
r56	-0.0541996634	-0.0665548973	-0.5776368015	1.1687957576	-0.2588520776	-0.7006267779
r57	-1.0125705856	1.2022103865	0.4037389097	0.1784411196	-0.7479542735	-0.1059239130
r58	-0.5074485799	1.0334910813	0.9945276883	-0.3769386620	-1.3414818540	0.0108864043
r59	0.6554628815	0.4853747145	-1.9963723329	1.1882626151	1.4045141979	2.6305593699
r60	-0.0813972216	0.3653329259	0.0277663698	1.0337290325	-0.3504778384	-0.4784277184
r61	-1.9951302217	0.8156325950	0.3003018714	-0.3724204204	1.3459699372	1.1083724739
r62	0.5800449576	-2.0737564261	0.0189654569	-1.3904071539	1.3788289505	-0.7646289237
r63	-0.0523592477	-0.5903632630	-0.9775858752	0.8080034007	-0.2526032500	-0.8177963963
r64	-0.7511794790	-0.1235260636	-0.0914637837	-1.5134015567	-1.3019631359	0.1667015923
r65	-0.4859503500	0.3067722077	-0.1906800449	-1.8752550987	-1.3208662451	0.8407159939
r66	0.5427589939	0.8187913773	1.9012264980	-1.5332990018	1.3483859906	0.9169067374
r67	-0.2805123632	0.3944052376	1.1347773751	1.5382294807	-0.9462397554	-0.7405576830
r68	0.2254628574	0.9340026532	1.9412751064	-0.4979265157	0.6779093326	0.0063608557
r69	-0.7200038939	0.4142643327	-0.9354184573	-1.3422228205	-1.3349458361	-0.9344177191
r70	2.1754324200	0.5107925564	0.8807286403	-1.4595545736	-1.1268311909	-0.0266472308
r71	-0.7415033566	0.8613732610	0.4157493182	0.9530553474	-1.3130473306	-2.5676155886
r72	1.5177518329	-0.4864798666	-0.6133171153	0.4890932239	-0.7330652682	-0.9300075096
r73	1.4454006753	-0.4155854228	-1.0007678122	0.4639208841	-0.5104162102	-1.1881109573
r74	-0.2944834866	-1.0280813012	0.4325964560	0.9474309411	-0.9808782013	-0.3897025772
r75	0.2384757054	1.6043545183	1.7082517333	-1.4370079733	0.7170497640	-2.4101673489
r76	1.7871701578	0.9301046230	0.2127893365	0.7683819755	-1.3053909683	0.4510091507
r77	0.4734706309	-0.1621494734	0.5254045028	-0.3860786253	1.2617359785	0.1234136619
r78	-1.1802282657	0.4479440579	-0.2771851250	1.8464774352	-0.2103827721	-0.4725980683
r79	0.0792342171	-1.3254938952	1.2769084100	0.5587500338	0.2003073420	0.4710453960
r80	0.9654613724	0.1371215061	1.7846945123	1.4698864442	1.0177746817	-1.2503864924
r81	1.0415428836	1.3900303577	-1.2596054057	-0.8271749438	0.8191674368	0.6090546866
r82	-1.0228874386	-0.0522071370	-0.0090720722	-0.7329367056	-0.7177389315	-1.1262215495
r83	-1.0469867003	0.2842763435	0.3997970338	-0.2361073387	-0.6453424597	-0.0434360225
r84	-0.8833994869	0.7706078480	-0.8950090883	-1.2108106227	-1.0783743358	-0.6955682813
r85	0.5461061036	-0.5614581712	-0.9512828452	0.2429205535	1.3515902062	-1.7474596023
r86	-1.3863995698	-0.0687082046	-1.6586878736	0.3195088091	0.4915107106	2.1841022435
r87	-0.1163295655	-0.4016450056	-0.9202037931	-0.1384703983	-0.4657089870	-1.1694184596
r88	-2.8471734528	-1.7646914287	0.8074420834	-0.5023260608	-1.0220351085	0.7552775706
r89	2.1068613284	2.7075217455	1.0966891201	-0.4290172893	-1.2475493031	0.2709384997
r90	-0.7438213698	-0.8764917470	0.0232857696	-1.1733914848	-1.3104610071	-0.3781125461
r91	0.4092503203	0.3128094073	1.2129788977	-0.1736225144	1.1484523367	0.8265659132
r92	0.9914450304	-0.7013327199	-0.4947436907	0.6212293963	0.9536357362	-1.3767916422
r93	-0.2272589922	0.1292846344	-0.3298396263	1.7375841675	-0.8040826499	-0.0293378299
r94	1.1762359342	0.2098274005	-0.6964404596	-1.6511553768	0.4021911701	-0.4178694899
r95	1.7446071293	0.3174280228	0.8111305424	-0.3630229565	-1.2487606248	-0.8150198717
r96	-0.5759614802	0.2105219181	-1.8386968762	-1.2400126432	-1.3813976670	-1.6917178898
r97	-0.4571645163	0.4035932617	-0.8248615295	-3.0795084812	-1.2873644589	-1.3404407941
r98	-0.4069684620	-1.6750130986	-0.2029159678	-1.2800100248	-1.2132887314	0.4237448499
r99	0.6039078132	0.6221980636	-0.1249434750	1.1730617519	1.3921915571	0.1146179597
r100	-0.8692155396	-1.2297975132	0.8756805999	-0.7380960854	-1.1084353684	-0.5499793894
r101	-1.6469653572	-0.6469557780	0.8914243807	1.2042800035	1.1823529610	-0.0374723337
r102	-0.3720104162	0.0311259119	-0.9004933081	-2.5816373997	-1.1504608889	0.0582416374
r103	-1.3156419454	0.7883110270	0.7020575161	0.0597717453	0.2556839671	0.3563415612
r104	-0.4385242872	-0.4928686153	-0.5090216105	0.5381736218	-1.2621406018	-0.6585337672
r105	1.0699786944	-0.5117011517	-0.4109797702	-1.4072997533	0.7371536033	0.8060135989
r106	1.1030261004	0.8386526872	-0.6666516611	-1.1571081945	0.6373270764	1.1694244728
r107	-0.3568489335	-0.1991323533	-0.0298222975	1.6080050275	-1.1204782216	1.7141408534
r108	-1.6834662994	0.2191529799	1.6359851223	1.1163598880	1.2457986526	-1.2777235036
r109	-1.1828237685	-2.8906469222	1.1559099198	-0.7187079433	-0.2015142906	-2.1114814129
r110	0.1328219264	-0.5972786663	-0.2976022373	2.0038597642	0.3816515706	-0.3853487919
r111	-0.5651708939	-1.5965576290	-0.4097004903	1.2273109663	-1.3777481111	-0.8804263355
r112	-0.6354904825	0.3903463567	-0.9965785845	-0.1190168812	-1.3836251279	1.1171395448
r113	-0.2883357594	0.2679505217	0.6456386585	1.4273869034	-0.9657799757	-0.2427730306
r114	-0.2298138205	-0.3088709401	2.4308427293	-0.1436714928	-0.8112463276	-1.7884586618
r115	0.4351119421	-1.0669681118	1.4741447933	-1.6352174463	1.1977134278	-0.8313807701
r116	-0.0539694287	-0.5169115515	0.5380765190	1.0149419100	-0.2580706561	-0.5932692022
r117	-1.4968610729	0.8448744278	-0.9818460267	-0.0175923647	0.8275281584	-2.2681231952
r118	-0.6021819516	2.8294807586	0.7443040981	-0.9775409355	-1.3861190502	-0.3135023392
r119	-1.6805194234	-0.5206519306	0.1264984219	-1.0428384722	1.2410452398	0.2921500287
r120	-0.7474165225	-0.3165817595	0.2691598646	-0.3390951119	-1.3063636109	0.2532338692
r121	0.8486110530	-2.0547918100	-0.6103247713	1.4790299909	1.2511214562	-0.6990961247
r122	0.2262093256	-0.2144873047	-1.0700555378	0.4993493601	0.6801737766	-0.5289896412
r123	-0.2912662398	-0.5743694239	0.8418869864	0.1834094639	-0.9730053911	-0.6798326768
r124	0.0716568276	0.1878009587	-1.4448139617	-1.1342168777	0.1743184685	-0.1704412269
r125	0.6613102544	0.1165546023	-0.7636329770	1.7651429025	1.4044756435	0.6289411363
r126	1.2532400501	0.1286597498	-1.2965831164	-2.2889378759	0.1410947760	-0.1616828239
r127	1.8506439256	-0.6671796145	-1.0665668463	1.4155683905	-1.3625537271	1.8567800490
r128	1.2853207147	-2.5461764450	-0.5635966711	0.8431600934	0.0303512856	-0.3024663106
r129	-0.0989438083	-1.3329955360	0.3138998727	-0.6724759579	-0.4087498367	1.0087693192
r130	-0.2324213416	-1.5833203836	-1.0443603739	0.5108257569	-0.8185238461	1.3081987020
r131	-0.3964590757	0.3146502902	0.1671817232	0.0520048203	-1.1953445168	-2.1707179439
r132	1.6856761654	-1.1219943374	-0.6016861363	-0.1549354838	-1.1474340572	-0.4269891598
r133	-0.2768466855	-0.5793876728	-1.0214075153	-1.3337543868	-0.9369601316	0.5044436961
r134	-0.4624346441	1.1603834442	0.5715636149	-1.6255238988	-1.2939966111	-0.8020582461
r135	0.3175059038	-0.2068257397	0.1730072851	-0.4908925215	0.9375271964	0.1369458918
r136	1.1322549871	0.8478455793	-1.6111573732	-0.3406206949	0.5455034429	0.1514840420
r137	-0.4368119264	-1.5430251980	0.6857709168	-0.6281922866	-1.2596865670	0.6065108485
r138	-0.5261105729	0.5104727525	0.5618455445	0.2588061216	-1.3562721197	1.9606144299
r139	-1.9544563425	-0.2593288827	0.6354589376	0.5957721855	1.3794368771	0.2349953789
r140	0.0413949693	0.0504672221	-0.1377906646	-1.0534689805	0.0700370389	-0.0707112895
r141	-0.0501737804	-0.1160215189	-0.2477004772	0.3007662159	-0.2451757978	-0.2794474459
r142	1.1716056452	-0.9829499981	-1.1543399746	0.8721769113	0.4175287675	0.3818315117
r143	0.3534221976	-0.7179815898	1.3449555719	-0.2616820798	1.0264535601	-0.3742046985
r144	2.3589224424	0.7157830532	-0.8787395682	-0.2291462357	-0.6553955603	0.7731588890
r145	0.8595971826	-0.0327054526	0.4466753650	0.7157043332	1.2333451779	-2.1024775696
r146	-0.1713883791	-0.8121398638	-0.4899517329	0.4129939405	-0.6397848194	-0.6348317448
r147	-1.0502300648	-0.5621400761	0.3216279733	1.0102609596	-0.6354151463	-0.3749858429
r148	0.1086544268	-0.4237940345	-0.5317608567	-0.1461557012	0.3004902852	-0.4842105891
r149	-0.1983912105	-1.4982299806	-0.2289409580	0.2643417284	-0.7209426638	-1.6374770905
r150	-0.7885253148	1.0535491035	0.0682198434	-0.4777703642	-1.2521762431	-1.2895754724
r151	-0.3614852229	0.1666371164	0.7676329485	-1.2479093514	-1.1298179714	0.7311166634
r152	1.1218479341	1.8783009805	1.8398123421	-0.5425579933	0.5785453884	0.8867781993
r153	-0.2176529175	-0.3393003849	-0.1163353319	0.1252273185	-0.7768581412	-0.7915992994
r154	1.4097298344	0.0769209021	-0.8086303219	0.1707416593	-0.3940473475	-0.0275420967
r155	-0.5127354123	0.2626089028	0.2197176244	-0.6791219385	-1.3459665334	0.3734776691
r156	-1.4110738225	-0.2786329110	0.9827952951	0.0201288897	0.5706255094	-1.1734512453
r157	1.5371356015	-1.9552268044	0.5070248463	0.8991986264	-0.7889541029	0.1237065720
r158	0.2468583327	-1.7844431601	-1.5867505547	-0.4693030604	0.7418759432	0.0889798350
r159	0.5117779858	-0.1859397935	-0.7940149990	0.3131014016	1.3143849997	-1.3605823076
r160	-0.6583375847	1.5360415224	-1.4666699094	0.8389228773	-1.3764272721	1.2192025913
r161	-0.0937857441	0.2845558977	0.4377883214	0.0814637750	-0.3916970353	0.4489519289
r162	-0.4318001073	-0.7552416648	-2.8482736351	0.5617029785	-1.2523728534	0.2861463836
r163	0.9054172809	1.6594510520	0.7423616966	2.7427316692	1.1495828316	-0.1116793414
r164	-0.5328023336	-0.7757277290	-0.1256568208	-1.1766593072	-1.3608658511	0.1196677293
r165	0.2049030552	-0.2712782170	0.1839140647	-0.4149997885	0.6146677696	-0.2056059835
r166	-0.7906586172	0.0982333076	0.0915033621	0.5145093790	-1.2490018284	0.4909414426
r167	-0.4514992036	-0.1829057411	0.4644701854	0.4402458539	-1.2799883987	0.7540428484
r168	-0.7301666924	-0.7502623285	1.1452186979	0.9114923485	-1.3250662257	1.1569835275
r169	-0.9992016499	-0.2086597337	-1.7697859556	-0.4946455762	-0.7863694643	2.0262173004
r170	-0.3169505371	-0.9571244457	0.3161160895	2.0558987517	-1.0340751085	-1.4853090567
r171	-0.3706369039	0.6810409973	-0.0342570692	-2.1883995757	-1.1478114960	-0.4371688046
r172	1.4078466183	-2.1814489888	0.7889336858	1.5038362761	-0.3878081555	0.3219099067
r173	0.1409798233	1.0568769788	1.1852409302	-1.6915882768	0.4087608651	-1.8476138658
r174	0.5022057543	-0.5852158465	-0.8599364270	-1.3785991989	1.3023139885	0.1675059896
r175	-1.1621618118	-0.0374309394	-0.4505983503	2.1762491897	-0.2718417005	0.8388418844
r176	0.6566921365	-1.2361191071	1.5421035771	0.1355612044	1.4045304177	-0.3191835968
r177	0.2892547631	-0.6496283513	-0.7889191583	0.2476651060	0.8623771968	0.6808796945
r178	-0.3866418978	-0.2298782357	-2.1955282762	1.0800937892	-1.1778440047	-0.3767994459
r179	-0.6685326042	1.1978100790	-0.2576498155	-1.5110747633	-1.3717807303	-0.0479182456
r180	-0.4061580536	1.3567468647	-0.0081342075	1.4814245312	-1.2119343511	1.9218278887
r181	1.3525333058	-1.4269596304	-0.0504261185	0.4025689681	-0.2012756454	0.2743674379
r182	-0.0113459611	-0.4761045554	-0.7998299603	-0.3963375426	-0.1121775933	1.0465863980
r183	-0.6398711526	0.3056886041	-1.2071578635	1.0281663388	-1.3825903636	-0.5736269784
r184	0.8038038829	-0.3405661997	1.5425162020	1.0486808413	1.3139595979	-0.7598142363
r185	1.7051934434	-0.4794523074	1.4555378477	-1.2872221586	-1.1838364433	-0.2071334982
r186	0.1003968382	-0.0475020235	-1.0996074309	-0.6415873963	0.2725046897	1.7552529463
r187	-1.7350297759	-0.8982730793	0.2223470283	-1.3398492830	1.3180883209	0.5826600124
r188	0.1720613463	-1.2561459493	0.6651672090	-0.1285811543	0.5104560440	-0.0630269355
r189	-2.2532505487	1.8346834279	-1.6564826435	1.1626091637	0.8428782238	-0.7629776246
r190	-0.6531128141	-0.8219379096	-1.5817455592	0.8486419095	-1.3784659748	-0.2120803830
r191	-1.0365025379	-0.2328079012	-1.6456489714	1.7603037105	-0.6771400081	1.2805943010
r192	0.8188424324	-0.5224232340	-2.0380442496	0.8506802199	1.2946268550	-1.1648978947
r193	0.4913682868	-0.6649515627	0.1860609068	-0.3211003317	1.2877695200	0.3581554926
r194	0.1305631031	2.5261299968	-0.6739926450	0.6606602478	0.3741179422	1.2465626986
r195	-0.3470315802	-0.5868410876	-1.8927204986	-1.9749883559	-1.1002106675	1.6273942285
r196	0.3708586567	0.8336020520	-1.4074227899	-0.3797954212	1.0667619421	-0.8813904460
r197	1.2199926659	0.1994534844	-0.6854560268	-0.6675845487	0.2549768777	1.2121502636
r198	0.7263736996	0.9674144753	0.1344380687	0.2477914022	1.3843261506	-0.1442693007
r199	-0.6058665263	-0.7875509755	-0.7027136681	0.1210912281	-1.3863107747	0.1054788949
r200	1.6988324632	0.5583080016	0.2099639211	1.2570008449	-1.1722748289	-0.0652621317
r201	0.1527471711	0.7034319740	-0.7707269597	-0.9229303972	0.4475740179	-0.9651628793
r202	1.2236924170	-0.0913089428	-1.1925306591	-1.2077135326	0.2423725625	0.7369616332
r203	-2.2918801061	0.0359393813	1.3973984736	-1.5262772771	0.7321055552	-0.4128136941
r204	0.0379099499	-0.6892475991	1.6087305412	0.6537338960	0.0579946299	-1.3213584522
r205	0.6502335511	0.6838483009	0.4062627976	0.1049704116	1.4043004840	0.2858015222
r206	0.1541002256	1.9165968604	0.7591791584	-0.8587147680	0.4520136213	-0.6762534775
r207	1.4373978942	-1.0985158835	-0.7420475248	-0.0508596325	-0.4846299186	-0.6753397001
r208	0.1114490522	-0.1935839654	0.1291011209	-0.8033186713	0.3099344292	0.1267006150
r209	-0.3742376050	-0.2964955480	-0.8545011711	-0.3790228583	-1.1547283875	-1.0877174493
r210	0.5760345993	0.3614294538	-0.3270601594	-0.6583798342	1.3761117120	-0.2166511226
r211	-1.8832410558	1.3054496542	2.1086707751	-1.1601558782	1.4044076819	1.3158313998
r212	-0.4542003895	2.1225486680	1.8498920726	-2.8974629382	-1.2835370405	-0.7374294418
r213	0.8197443685	1.8297575618	-0.8752648860	0.7137689213	1.2934103474	1.0402374267
r214	-0.0579696337	1.4436244682	1.0839302580	-0.9740268052	-0.2716348467	-0.1913760329
r215	-1.4756795915	-0.4869125324	-0.2281312349	0.1376545221	0.7671006472	1.9694158773
r216	-0.2667462327	2.8219920123	0.5003433924	0.2880298061	-0.9109893756	-0.3559447042
r217	0.1983998977	-2.2038615794	0.0456717565	-1.2882608032	0.5943290752	0.2837492642
r218	-0.5235240120	-1.1396615237	-1.4281515136	-1.8000296532	-1.3543958233	-1.6806027657
r219	-1.0738515506	0.6864869015	-0.7867637216	1.2615377282	-0.5618994005	-0.2325069456
r220	0.2124056445	1.8752092131	-0.2370204259	-1.3181826989	0.6379364661	-1.3342488431
r221	-0.2635144897	2.2440787028	-0.0365134113	-0.0127020490	-0.9025572584	0.4372949449
r222	-0.5190890165	0.6584696668	-0.2922328493	0.9464015302	-1.3510483364	0.0964272712
r223	-1.4098546643	-0.0724386573	0.2938877813	0.4138834716	0.5667633291	-0.2129531113
r224	-0.8250983584	-0.6788437600	-1.7003542179	0.9201082633	-1.1929537804	-0.3135917332
r225	0.1918090007	-0.1797112134	0.8364885286	-1.1135765784	0.5735609099	0.1169918456
r226	1.5273729579	1.5757934675	-1.3525836340	-1.1590790525	-0.7610278053	-0.0429882336
r227	0.9379918188	-1.0683099371	-1.0051199311	-0.0749124465	1.0810298457	-0.6149477841
r228	0.9649761629	0.4979838598	-0.5971412961	-0.5233601374	1.0189334245	-0.1204734477
r229	0.2717465875	0.1852965551	0.2603686933	-2.5825240355	0.8136816000	0.8524222615
r230	0.0730399098	1.0523666057	0.3771654650	-1.4385001813	0.1790667701	-0.7213857042
r231	-1.2497784511	-0.4933996107	1.3264172906	0.3603612162	0.0292181122	1.6931562350
r232	-0.5335959273	1.1077545481	-1.2270291410	-2.0217662230	-1.3613856696	-1.4116807194
r233	-0.2257400952	0.1003223630	-0.3133264706	-0.6394839579	-0.7998082306	-0.3319275479
r234	1.7055579608	0.0481496030	1.6572563332	0.3717831090	-1.1844900311	0.0934614552
r235	0.7916775157	0.1191502110	1.6494831827	0.9865942412	1.3282300347	-1.9995603453
r236	0.6619816005	-0.1485357996	1.9542463951	0.5871392889	1.4044524651	1.0971654300
r237	-0.1032865772	-0.5575249563	-1.0694505463	0.2218296069	-0.4230544121	-0.6507051863
r238	1.6731968715	-2.2274177277	0.0629694091	-0.4087630815	-1.1227351412	0.7606028444
r239	-0.0920321511	1.1609608223	0.1655942943	-2.6154968294	-0.3858845197	0.2074097473
r240	1.0935656966	-0.2106889629	0.4247617415	0.2876809403	0.6663642945	-0.2653101820
r241	-0.7015947538	-0.2702074261	1.2444154757	1.7836141663	-1.3506674243	-0.0510923122
r242	1.6884719860	0.3615850257	0.1740315279	-0.8561059732	-1.1528166919	-0.6614866931
r243	0.3221301545	-2.2688212699	0.0138244821	-0.2644641007	0.9494042552	-0.2584188538
r244	0.3029331846	-1.2057910601	1.9097614428	-0.6005166180	0.8993080693	-2.5061631221
r245	0.5011768729	-0.3966328189	-0.5177341700	0.3619891095	1.3009730874	0.9076368218
r246	0.3269257915	0.3643263133	-1.3431691901	-0.2119848399	0.9615910521	-1.4935933867
r247	-0.8940692652	0.2311208670	-0.7363754053	0.0825279612	-1.0548736467	-2.2785760887
r248	-0.8717193553	-0.6601493987	-0.3806013610	-1.2521290494	-1.1032281621	-0.4854178733
r249	-0.6846633145	-1.3610785542	0.0390843995	-0.9310215113	-1.3626298079	0.0168305928
r250	0.4619921690	1.2749657274	-0.2487538770	1.0014300846	1.2437394458	0.9244997855
r251	-1.1015715990	0.7866418503	1.3469875684	0.5516555377	-0.4731524292	-0.2491163622
r252	0.4254181049	-1.1361733564	0.8109898026	-0.1865628759	1.1798100635	-0.5258440735
r253	0.6801983646	0.7605183320	-0.9928542316	0.1307559361	1.4023497200	-0.6031652838
r254	-0.2131429682	0.8471169676	-0.1393400468	-1.8537098508	-0.7639219449	-0.0758848627
r255	0.4301564543	0.4239640917	-0.1583542705	-0.3611172468	1.1886462882	-0.0103000190
r256	1.9381645183	-1.0226284083	0.5763263123	1.6139908278	-1.3856817258	-1.4979601281
r257	1.7523293566	0.6857139925	-0.4250262268	-1.3420572222	-1.2600938045	0.5333034780
r258	-0.1961467613	-0.7266679757	-0.6974718986	-1.5424286065	-0.7143165140	-0.0219780886
r259	0.3201514210	0.2015137587	1.0436389759	-0.2376135463	0.9443370432	-1.9457265013
r260	-2.0052556710	-0.6203194125	-0.5374810484	0.1727794949	1.3355125863	1.3842855554
r261	0.3298259037	2.2050358887	-0.6063246521	-1.4809355328	0.9688957244	0.2999210069
r262	-1.9802700673	-1.0468032510	0.2555526093	0.8005759093	1.3597913552	-0.1035719852
r263	1.7657881599	0.1411821407	0.6382013393	0.0189350476	-1.2787327198	0.0576895884
r264	-1.7210431142	0.8728107029	0.3255453231	0.1723924562	1.3005461188	1.6425410615
r265	1.7481741818	-0.3423350177	0.3532833863	-0.4710178419	-1.2540531491	0.5480500223
r266	0.9655180545	-1.7916264138	3.0061411361	-0.2888752864	1.0176392223	2.1437815250
r267	0.3051634490	-0.0989893065	1.2371454143	0.1499403817	0.9052337681	0.3105505625
r268	0.7567268552	-1.2470911119	-1.1229729899	3.3855513790	1.3626554077	0.2599680325
r269	0.3214590257	-0.6188586561	0.3649249741	-1.0379364873	0.9476881322	-1.1731745332
r270	-1.1640091715	-0.9360480327	1.1546781360	0.2164982372	-0.2655810768	-0.8457512956
r271	-0.1718270647	-0.2055512490	-0.4865427299	-1.0665901426	-0.6411275136	2.4483614253
r272	-0.1587833085	-0.6126548447	-1.0510498804	-1.3010165153	-0.6008829211	-0.8823454377
r273	0.1071547494	-0.1225616470	-0.5990795373	-0.0179094072	0.2954164905	-0.5580222977
r274	-0.0521267533	1.0139867294	-0.1348688611	0.6418461471	-0.2518134638	2.0558332155
r275	-1.6021306842	0.2495058982	-2.6051052696	0.5495398438	1.0913534392	-0.9169379229
r276	-0.8899125086	0.5716144372	-0.3450065387	0.3178539719	-1.0641184576	1.6705119383
r277	0.7594294643	0.1834612808	0.9388768878	-0.7721591543	1.3603525907	-0.0347479920
r278	0.2683499589	-1.3208605028	-0.2641796692	-0.2760036391	0.8040562308	-0.3505288873
r279	-0.5457151588	0.3714927155	0.2615927089	-1.2142922352	-1.3686643019	-0.0683781373
r280	-1.5152342409	0.4297677599	0.6992676139	0.7555635824	0.8781237702	-0.7885261309
r281	-0.1907134271	-1.1346793815	2.1513157993	-0.4029097874	-0.6981837558	0.6469156495
r282	0.4703169967	-0.6473198650	0.9572546858	-0.4969633360	1.2568919205	-1.5007483651
r283	0.1542495079	0.5728480175	0.1093037382	0.3099913703	0.4525031381	-0.6556567569
r284	-0.3842907991	-1.3980725237	2.2337228799	0.5199472388	-1.1735481772	0.9370662940
r285	0.3521221239	-1.5963873316	-1.7947263027	0.2077896287	1.0233711029	-0.5690691327
r286	-1.0900809201	-2.2373071114	0.6631303556	0.2053521160	-0.5102405967	0.2747240987
r287	0.3849052453	1.6350211139	-0.1387763528	0.0664257835	1.0978012488	2.3168650571
r288	0.6994782392	-1.7585634030	-1.0276921098	0.3553059577	1.3970321029	0.6244724953
