	i1	i2	i3	i4	o1	o2
row-85	1.0448178004	-0.8969160415	-0.2109955204	0.6902183263	1.3002670799	-0.5838975745
row-86	-0.5001983784	0.5075574078	-0.5399138524	0.7209579332	-0.7186777125	-0.9084090157
row-87	0.9028366389	-0.9581813026	0.4355316720	-0.7028816067	1.2394077469	0.8705401407
row-88	1.0607816290	-0.5075391989	0.7125403122	0.3089012026	1.0426192319	0.2915929496
row-89	-0.6111137707	0.9921896308	0.9725292030	-0.5648893651	-1.0767206453	0.9859680337
row-90	0.9676387648	-0.8496697773	0.6470176569	-0.5347438387	1.2066555050	0.8795610530
row-91	-0.6132536302	-0.1715936337	-0.1849878286	-1.1045454433	-0.3227101910	0.6142187137
row-92	0.5243075762	-0.7820568122	-1.4128745751	0.1311320386	0.9034658048	-0.9284391802
row-93	-0.5816267153	0.5603746172	0.6248956175	-0.8694641568	-0.7751776313	0.9748643603
row-94	0.1092022246	0.1750611232	1.1065884032	-0.4968968184	-0.0638981075	1.1386065107
row-95	0.7559259688	-0.6415582619	-0.7852521086	0.7192621044	0.9394547709	-0.9812658251
row-96	-1.0508822097	0.6362568427	-0.5687131964	0.6648420044	-1.1913838555	-0.9044894175
row-97	-0.3867091764	1.0392026224	1.1731487918	-0.1810204287	-0.9613716984	0.8763581330
row-98	-0.5397010787	1.0986196279	1.0812127843	-0.2503466335	-1.1028163482	0.8499347068
row-99	0.4363790742	0.6969227190	1.1467495234	0.6942150485	-0.1698452022	0.2976382147
row-100	0.8970755398	-0.0848367933	0.6108222534	0.7709780035	0.6615510371	-0.0982483910
row-101	-0.9301003973	0.8537237659	0.2518122591	-0.9934537487	-1.1778397092	0.7301327697
row-102	1.1506451464	-0.8864233465	0.6128791110	-0.2067614160	1.3554240426	0.5932251572
row-103	0.8435128811	-0.6821388782	0.7948444143	-0.4901928538	1.0073246022	0.9555689100
row-104	-0.7648479782	0.7097867939	-0.3061191329	0.8041889073	-1.0338674739	-0.7995350445
row-105	-0.9858498822	1.1553171924	0.6151076867	-0.0140518687	-1.4467816365	0.3696498219
row-106	-0.3614352667	-0.2998086947	0.1409923802	-1.0174116548	-0.0766991209	0.8309189885
row-107	0.6810203692	0.1366284011	1.2264449413	0.1855325143	0.3580572425	0.7324603028
row-108	-1.0870330460	0.9568254229	0.0126913996	-1.0508553807	-1.3346082939	0.5704471840
row-109	-0.5864007775	0.3839893099	-0.8150238997	0.5432090146	-0.7029725724	-0.9930950707
row-110	0.9707079267	-1.0081093578	-0.6277082709	0.7365047465	1.3271769722	-0.8870883649
row-111	0.8415678242	0.0851564057	0.8894517067	0.6669817421	0.5089847944	0.1583116163
row-112	-0.7461931527	0.9812288342	0.2444167113	0.8309352836	-1.1875446819	-0.4290343723
row-113	1.0075657032	-0.7511532631	0.7653628963	-0.3579687911	1.1660769625	0.8226642297
row-114	0.7838770911	0.1918190221	0.8178620458	0.7883744689	0.4027673824	0.0260787113
row-115	1.0554680775	-0.5393527813	0.4406171166	0.5557455383	1.0645107554	-0.0637262401
row-116	0.3440627966	0.7668578598	1.2301982014	0.5781000944	-0.2812131587	0.4293911384
row-117	-1.2570233679	0.4746839696	-1.1582538510	-1.2653108231	-1.1069977694	-0.1579777882
row-118	0.4394141429	-0.3598467029	-1.0243459779	0.4767260688	0.5384483358	-0.9804238906
row-119	-0.5832322323	-0.9369393499	-0.9104423191	-1.2229550130	0.1927369452	0.2667344117
row-120	0.4849758630	-0.4684053795	0.8416783603	-0.6120867522	0.6165909052	1.0877585467
row-121	0.2074642391	-0.1761038321	-1.0880018706	0.3768554449	0.2528501445	-0.9751958641
row-122	0.1261619179	0.2941657327	-0.4144348690	0.8440437318	-0.1249970306	-0.8663615066
row-123	-0.2080466524	0.5705911389	1.1028346438	-0.5303206659	-0.5356781343	1.1114455382
row-124	-0.9536763971	0.8269883456	0.1517588168	-1.0233931658	-1.1729322730	0.6758936946
row-125	-0.8964546229	0.3582628596	-1.0205482631	0.3784076621	-0.9090695508	-1.0479515073
row-126	1.0400436418	-0.4360905309	0.6766585369	0.4330421004	0.9829431123	0.1796817950
row-127	-1.1766802559	0.6715209255	-0.5517586141	0.6662339724	-1.3001524446	-0.8916157194
row-128	0.9682766003	-0.8997206031	-0.5010337907	0.7666469559	1.2528428680	-0.8259163613
row-129	0.0468899773	-0.2132700608	0.7499584532	-0.7617804441	0.1444821113	1.1062448575
row-130	0.8867447885	-0.5267602562	-0.2594583424	0.8671857223	0.9509688019	-0.7379243249
row-131	-0.8597217844	-0.6918464088	-1.1131231983	-1.2730021673	-0.1498632131	0.0680481462
row-132	-0.1941722330	-0.3195171142	-1.8838227320	-0.4183370214	0.1296878625	-0.8837902371
row-133	0.0635215701	0.3295049201	-0.4195101294	0.8354554682	-0.1935135587	-0.8681337917
row-134	0.7876839614	-1.1287044067	-0.0591674383	-0.8929340225	1.2883354580	0.6942861593
row-135	-0.2210450799	-0.2995983667	-1.8714663152	-0.4102320743	0.0942345628	-0.8900509426
row-136	-1.1774838751	1.1664339405	0.4847172492	-0.5932374139	-1.5611526969	0.6438243917
row-137	-0.8701115705	0.2783574764	-0.3122208940	-1.1337866249	-0.7665142491	0.4646146768
row-138	-0.2134211004	0.9554144027	0.5480542052	0.9404859483	-0.7924603896	-0.2852792408
row-139	-0.7231712839	-0.6563386012	-0.8986750257	-1.2297422596	-0.0809955107	0.2169462359
row-140	0.1958330136	0.1688629118	1.1576704161	-0.4184442147	0.0000298822	1.1213714683
row-141	0.6968911029	0.2532500290	0.5659262140	0.9479438270	0.3079759605	-0.2493193767
row-142	0.3975955386	0.3609727494	0.0772468114	1.0167183320	0.0304665887	-0.6289950233
row-143	-0.4298962846	-0.9247037012	-0.7154030716	-1.1782378189	0.2911426938	0.3974869599
row-144	-0.6025316212	0.4989408725	-0.6137896550	0.6712362402	-0.7874733322	-0.9334257937
row-145	-0.3486370946	-0.7916377489	-0.4320458963	-1.1274606312	0.2571110756	0.5557571764
row-146	-0.8483969617	0.5812696331	-0.5844203404	0.6699519368	-1.0149203045	-0.9180071085
row-147	-0.1814429623	0.4338584147	-0.4554764696	0.7938914356	-0.4395646455	-0.8803860184
row-148	-0.9353944857	1.0324664807	0.5283376815	-0.8611689372	-1.3043721029	0.8368837085
row-149	1.0665166763	-0.8270643462	-0.0222723351	0.6408423704	1.2667002321	-0.4268277342
row-150	0.0403517289	0.3421310912	-0.4208539389	0.8325356155	-0.2185673418	-0.8685743351
row-151	-0.4989115180	-0.0083134772	0.2097011949	-1.0098538122	-0.3555083014	0.8314021981
row-152	-0.4677126366	0.3049514309	0.5714919622	-0.8918207254	-0.5373245974	0.9846113634
row-153	0.3091958339	-1.0606054479	-0.2396420552	-1.0053861197	0.9063686756	0.6768922540
row-154	1.0289308480	-0.6556785969	0.0791490546	0.7084251773	1.1279812709	-0.4065987643
row-155	-1.0574080968	1.1046197992	0.4266939122	-0.8754571749	-1.4276576740	0.7635345865
row-156	0.9030246645	-0.4128262307	-0.0258718041	0.8740970077	0.8862214321	-0.5884244870
row-157	0.2748859503	0.5898638752	0.3320434663	1.0382322011	-0.2051976061	-0.4755352817
row-158	0.9656967011	-0.5558212979	0.9055589855	-0.1702201619	1.0064527627	0.7798963445
row-159	0.4725932622	-1.1236521042	-0.2823913302	-0.9872818827	1.0681410152	0.6355944681
row-160	-0.8885755789	0.6294365940	-0.5130788638	0.7041191643	-1.0728958445	-0.8879526357
row-161	-1.4242284815	0.7929194263	-0.4113762263	0.7111094386	-1.5410563187	-0.8081829606
row-162	-0.6962981954	1.1105265216	0.9600624088	-0.4367007710	-1.2123937466	0.8824727929
row-163	0.0228719489	0.6453650204	1.2919956841	-0.1999215560	-0.4266343052	1.0175295211
row-164	0.8896194754	-0.5951326209	-0.3505808176	0.8508343083	0.9981247253	-0.7866445423
row-165	-0.5379588261	-0.9880277982	-0.8855352663	-1.2156668806	0.2573247413	0.2969197125
row-166	0.0658585258	-0.2447717536	0.7384891131	-0.7644013965	0.1781532711	1.1036425957
row-167	0.7179373389	-0.6129906540	-0.8362474187	0.6836607860	0.8951612555	-0.9901137621
row-168	-0.5649915536	0.7866944684	0.8615535556	-0.7237875779	-0.9115686493	1.0301545904
row-169	-0.4880207131	0.3900357126	-0.7465062243	0.5962489791	-0.6355419600	-0.9737186057
row-170	-0.9686667935	-0.4920406588	-1.2115888723	-1.2866579982	-0.3416489119	-0.0394003405
row-171	1.1715484941	-0.8939521109	0.5431393957	-0.0530116050	1.3749288650	0.4324394887
row-172	-0.9027118022	0.9530476912	0.1098711452	0.8052149035	-1.2795873294	-0.5048979468
row-173	-1.3880054638	0.6644038734	-1.3180472756	-1.2850146294	-1.2982157821	-0.3093554131
row-174	0.4360228583	0.0573846025	-0.3982113827	0.8799228570	0.2532833523	-0.8592505625
row-175	1.0089224313	-0.9620160276	0.5014114545	-0.6176615388	1.3136390586	0.8395825938
row-176	-1.0216071308	1.1685737017	0.6413006452	-0.2452777692	-1.4725775580	0.5356491212
row-177	-0.9089376519	0.3900334426	-0.9667314590	0.4189415614	-0.9385152703	-1.0364638871
row-178	-0.7838543281	-0.7885870935	-1.0467288499	-1.2606020100	-0.0398531028	0.1351535717
row-179	-0.5700338523	-0.3111429393	-0.2456099063	-1.1139938132	-0.2051811492	0.5967437712
row-180	-0.1863835755	0.1277697732	0.8014636022	-0.7659785940	-0.2361864238	1.1013423667
row-181	-1.3314723001	0.7906331810	-0.3836050223	0.7231825567	-1.4771142059	-0.7984683901
row-182	0.6093350605	0.3764418144	0.5774912178	0.9792105572	0.1676410360	-0.2641666823
row-183	-1.2825231285	1.1546917400	0.3505565354	-0.6556317948	-1.6187403298	0.5909439293
row-184	0.6067447404	0.1730897139	0.1414795352	1.0072453987	0.3004976205	-0.5723087605
row-185	-0.8104377961	1.0037861812	0.7127123824	-0.7703010003	-1.2097558629	0.9217251764
row-186	-1.4887793846	0.8552378915	-0.3091777975	0.6899562106	-1.6195701142	-0.7146638718
row-187	-0.6799934477	0.2861688623	0.1516987014	-1.0313808771	-0.6590414146	0.7562416464
row-188	-0.8627581120	-0.5102764175	-1.0407488262	-1.2564316394	-0.2625763041	0.0893309856
row-189	0.8426691740	-0.7927619476	0.6618736117	-0.5970405098	1.0822706686	0.9474205928
row-190	-0.3714740126	-0.0626720041	0.3722277530	-0.9555004653	-0.2373020189	0.9289584368
row-191	0.7294893537	0.0022747536	0.1416783749	0.9751020602	0.4967691281	-0.5477933986
row-192	-0.4759614382	-0.0014578928	0.2581638683	-0.9955402110	-0.3451436629	0.8582263811
row-193	-0.3183401684	-1.0818121113	-0.7835501529	-1.1727342047	0.4782843835	0.3923606811
row-194	0.8396927716	0.0642008361	0.7175137130	0.7882330338	0.5248062955	-0.0396639474
row-195	0.0064477507	1.0126968163	1.1487770657	0.5703270732	-0.6768050598	0.3616333711
row-196	-0.8861103844	1.0305671967	0.2944027245	0.7012852668	-1.3149299296	-0.3120593166
row-197	0.8387185515	0.0884671106	0.9341367496	0.6263420502	0.5039125080	0.2165987498
row-198	-0.3028816273	-0.2112840187	-1.7562263327	-0.3153509881	-0.0426171620	-0.9223133698
row-199	-0.2249562610	0.0312353347	0.6707562529	-0.8337064755	-0.2000644849	1.0614945474
row-200	0.9921996000	-0.5051280745	0.1711311824	0.7589056532	1.0041363485	-0.3804520620
row-201	0.8534819425	-1.0400026333	0.2257426897	-0.8014842905	1.2657291625	0.8092188219
row-202	-0.5206850241	0.4567759904	0.6276249595	-0.8690132474	-0.6693497126	0.9910341725
row-203	-0.8357770366	-0.5395307546	-1.0114381658	-1.2512755125	-0.2271563759	0.1155833402
row-204	1.1325086930	-0.8431097709	0.6525550708	-0.1890439463	1.3135235152	0.6087620866
row-205	0.2494143375	-1.2457046925	-0.7861853356	-1.0848182716	1.0139943548	0.3996298417
row-206	0.0689728371	-0.8611438288	-0.0438937709	-1.0062946977	0.5941151111	0.7869887858
row-207	0.0925422755	0.1227350043	1.0600217489	-0.5458402307	-0.0416531744	1.1444217553
row-208	-1.0828056248	0.6719331135	-0.4400361791	-1.1525856570	-1.1388502918	0.3209592435
row-209	-0.5713079507	-0.1011117304	-1.7621650178	-0.3158831563	-0.3225390451	-0.9854765349
row-210	-1.0215477277	0.2854890572	-1.2153863551	0.2187558464	-0.9497952776	-1.0878701096
row-211	0.6297278590	-0.3983289468	0.9777686899	-0.4401275163	0.6706070921	1.0467639573
row-212	-0.0510143386	-0.1455540918	0.7131753720	-0.7940238234	0.0329315011	1.0918959539
row-213	1.0233598155	-0.7404115993	-0.0754384671	0.7289184499	1.1815217301	-0.5218845239
row-214	0.3813773883	0.1270512749	1.2209885741	-0.2561411490	0.1557026682	1.0540319075
row-215	-0.2065585326	-0.2819968196	-1.8038062591	-0.3545852485	0.0845588499	-0.8946825997
row-216	1.2542370055	-1.1645451677	0.2945298821	-0.2259284402	1.6189641104	0.3841907799
row-217	-0.7208205112	0.0086974270	-0.2317743322	-1.1172731092	-0.5051588867	0.5572429628
row-218	0.2907686348	0.6979268466	0.5983302214	1.0138406284	-0.2650342064	-0.2822913424
row-219	0.4088826501	-0.3895648570	-1.1123877875	0.3902326375	0.5406514937	-0.9726536768
row-220	0.0068915493	0.3868287155	-0.3744330976	0.8513528898	-0.2715303627	-0.8506822727
row-221	0.8817529076	-0.9429845641	-0.8264592551	0.7039210507	1.2252688810	-0.9921348496
row-222	-0.5342343850	-0.0880921336	0.0608762093	-1.0484212301	-0.3266004072	0.7545416886
row-223	1.2582452131	-1.2710832736	0.0172428015	-0.7414419400	1.7125377277	0.5754879404
row-224	-0.5900756506	0.7389043408	0.7819982165	-0.7802179431	-0.8964588515	1.0126314408
row-225	-0.4799548518	1.1127081306	0.7495290573	0.6466954831	-1.0829205671	0.0296708494
row-226	0.9345380460	-1.1991708181	-0.1516230943	-0.8861349443	1.4431478331	0.6136736074
row-227	0.3735306251	0.7453032065	1.2126308967	0.6076970820	-0.2463422445	0.3985329480
row-228	0.6779946191	0.3667896707	1.1148052838	0.6058418032	0.2111015781	0.3484499951
row-229	0.1761287808	-0.8065181978	0.1499163757	-0.9484718490	0.6307217148	0.8781431073
row-230	-0.2150335059	0.6145136800	-0.1503932287	0.9172720559	-0.5772042217	-0.7468596457
row-231	0.8995597906	-0.9540595026	-0.7883520535	0.7181230810	1.2442878235	-0.9778149547
row-232	-1.0860136467	0.8573905309	-0.1626923142	0.7891829149	-1.3488807934	-0.6849991182
row-233	-0.0151788384	0.1336297260	0.9801418319	-0.6307307913	-0.1229473404	1.1427524448
row-234	-0.7907860830	0.7871128342	-0.1718774773	0.8410858270	-1.0995066603	-0.7264698153
row-235	0.5750593058	-0.7803126913	0.5139362095	-0.7618269845	0.8897422266	0.9864814360
row-236	-0.6305394379	0.9128488084	0.8838553976	-0.6812502041	-1.0363554907	1.0038887963
row-237	-0.3358988223	-0.8807400652	-0.5355031421	-1.1416520028	0.3262204174	0.5059406918
row-238	-0.0861489999	-1.1766559457	-0.7761361416	-1.1351654295	0.7179027233	0.4223360698
row-239	-1.2204655206	0.4692711049	-0.9461001628	0.4247030066	-1.2076562348	-1.0327253048
row-240	0.4753357850	-0.9168620315	0.2022443259	-0.8857974640	0.9166772818	0.8760642735
row-241	0.6520365744	0.4248960260	0.9373862312	0.8087257110	0.1598794798	0.0884768535
row-242	0.4954349486	-0.4082096915	-0.9985265432	0.5119714289	0.6090569806	-0.9844371296
row-243	0.7950352116	-0.6081673624	-0.6442215842	0.7893892645	0.9431000518	-0.9386206691
row-244	0.0331658309	-1.0278730081	-0.3882470404	-1.0697839761	0.6883416811	0.6127637805
row-245	0.0432558113	-0.9132487873	-0.1602475172	-1.0316984896	0.6128690672	0.7290532691
row-246	1.1045688299	-1.1253727413	-0.2681180087	0.5455297645	1.4929627010	-0.5208255129
row-247	0.7206833041	-1.2731478985	-0.5955484846	-0.9961988085	1.3597991471	0.4247987225
row-248	-0.3103972758	0.4413555481	0.9076886120	-0.7087775936	-0.5213566105	1.1006639336
row-249	0.3176933358	-0.4381448936	-1.3182279471	0.1673410005	0.5222098265	-0.9347256056
row-250	-0.4430573034	-0.7429456913	-0.5106275370	-1.1495956787	0.1605190568	0.4965804897
row-251	1.1136354243	-0.7495250451	0.3484541424	0.4264162539	1.2422027489	-0.0356537868
row-252	-0.2603728703	0.0723975433	0.6620238604	-0.8408519763	-0.2504789354	1.0536680956
row-253	0.8584545213	-0.0252064607	1.0488502124	0.3868294951	0.5876106170	0.4655138900
row-254	0.8622146108	-0.4346707632	-0.1985367282	0.8893867793	0.8737732970	-0.7132694276
row-255	-0.1787071822	-0.1006757647	0.6072468846	-0.8555943000	-0.0834501950	1.0473440179
row-256	-0.2718009972	0.4989895341	-0.4060791036	0.8098178320	-0.5467101706	-0.8604780319
row-257	0.6791245424	-0.5509995487	0.8617840876	-0.5233463818	0.8060858652	1.0330091374
row-258	-0.1401855039	0.0232575087	0.7655235914	-0.7798477220	-0.1373876791	1.0980993396
row-259	-0.4406128790	0.5174933048	0.8029378339	-0.7777053136	-0.6565487300	1.0564557691
row-260	0.4751589873	-1.1883030844	-0.4700798952	-1.0151174085	1.1210374724	0.5352479501
row-261	0.8964502599	-0.7050142694	-0.4826508469	0.8192000463	1.0755501792	-0.8512702206
row-262	1.2136021704	-1.2131649007	0.0482948464	0.1179278958	1.6243651895	-0.0181176901
row-263	0.7566545609	-1.0270427828	0.1801903230	-0.8376353267	1.1903100375	0.8139840137
row-264	-0.8338716597	0.0600697140	-1.5766983656	-0.1214693037	-0.6491251057	-1.0716507941
row-265	-0.4381731344	-0.2180860234	0.1001764986	-1.0332077752	-0.1803881479	0.7961317405
row-266	1.1172373798	-1.2841692782	-0.4079491625	0.4920908015	1.6100380015	-0.5736552489
row-267	-0.6655757207	1.1073658250	0.6063590249	0.6114388850	-1.2089951225	-0.0448680745
row-268	0.0232234112	0.9095999483	1.3079048970	0.1993412099	-0.5981425252	0.7299946461
row-269	-0.6114986529	0.4655225791	0.4771160793	-0.9306860018	-0.7326216828	0.9148694188
row-270	-0.6091308625	0.7450061777	0.7584878704	-0.7933843985	-0.9125516976	1.0025114427
row-271	-1.3135375813	0.6272920398	-0.6840427638	0.5907416612	-1.3677143127	-0.9406012421
row-272	-0.1659544652	1.0542937306	0.8853326899	0.7613277864	-0.8242259382	0.0532578164
row-273	-0.3428191073	0.6760852669	1.0421469469	-0.5875382156	-0.6942053978	1.0909544475
row-274	1.0822270315	-0.8010804528	0.0876838376	0.5910656907	1.2587348053	-0.3207614580
row-275	0.5697947376	0.2669156774	0.2366980165	1.0182798330	0.2134868763	-0.5169620392
row-276	0.9719757749	-0.2344587669	0.7648958310	0.5369638063	0.8052241871	0.1664097813
row-277	0.7153051879	0.1708923212	0.4372460163	0.9640110598	0.3754496487	-0.3446806486
row-278	0.8899387403	-0.0574761535	0.6497089218	0.7622651031	0.6383913422	-0.0665542475
row-279	0.5083441167	-0.7135660122	-1.3598659961	0.1776764124	0.8424763560	-0.9379524343
row-280	1.0197981387	-0.3821781344	0.6280203602	0.5349822040	0.9353827795	0.0757931547
row-281	-0.5458607340	-0.0585233945	0.0692024980	-1.0470914176	-0.3531056886	0.7553823923
row-282	-0.5813329648	-0.9648510486	-0.9084859170	-1.2240320799	0.2113815623	0.2745870763
row-283	-0.3890548508	0.3860073686	0.7621486764	-0.8006479127	-0.5380165218	1.0586135604
row-284	0.3104554574	0.5463456366	0.2983552428	1.0380786257	-0.1515697276	-0.4968295573
row-285	0.8435992170	-0.8217509421	-0.7875224277	0.7238763643	1.1185667497	-0.9825068189
