	i1	i2	i3	i4	o1	o2
row-77	0.3314983134	-0.3023774986	-0.5052433791	0.5355705151	0.3173349032	-0.5865975207
row-78	0.4492181743	-0.3725157335	-1.0448598376	1.0392991446	0.4544364717	-1.3180128372
row-79	-0.1316311542	0.0377750852	0.8721022542	-0.7512357040	-0.2488488555	1.2661261296
row-80	-0.6397561590	0.6143248600	0.0222682146	0.0375485402	-0.9549160164	0.0537728533
row-81	1.2742255287	-1.3538676969	0.8603107741	-0.7310611535	1.6197147651	1.3724756575
row-82	-0.0556753232	0.0624211665	-0.2876602752	0.3302388191	-0.1895632899	-0.3212917938
row-83	0.8928825195	-0.8830974820	-0.2195533902	0.2729551968	1.0739259788	-0.1449909856
row-84	0.8550805199	-0.8956658907	0.3611534247	-0.2685503851	1.0445467416	0.6498679918
row-85	1.2657905007	-1.2261498726	-0.5255454345	0.5605969030	1.5586807693	-0.5330542875
row-86	-0.4790126875	0.5430637279	-0.9991482313	0.9906289073	-0.7779378395	-1.3361034301
row-87	1.1108441194	-1.1704714454	0.6101190974	-0.4989326554	1.3935165264	1.0143560174
row-88	0.7047708889	-0.7276546292	0.1392442015	-0.0626976815	0.8367432396	0.3317608026
row-89	-0.5323519029	0.4977995043	0.1398761858	-0.0713685227	-0.8079017219	0.2247825433
row-90	1.0986314844	-1.1685444434	0.7282095863	-0.6090808828	1.3815259291	1.1756012342
row-91	-0.1726846156	0.1034865619	0.5813347066	-0.4804885723	-0.3138793612	0.8629008599
row-92	0.8331141292	-0.7487821274	-1.0915981440	1.0853703444	0.9631189265	-1.3487861049
row-93	-0.6073919073	0.4818021429	1.1886890630	-1.0494243677	-0.8699582956	1.6597851908
row-94	-0.0511541105	-0.0452907237	0.9109312582	-0.7869012676	-0.1404644241	1.3265104143
row-95	0.7330415959	-0.6415341908	-1.1858163822	1.1725344660	0.8266924802	-1.4870085525
row-96	-0.9982845777	1.0543963619	-0.9635702826	0.9540755530	-1.4669942766	-1.3324710278
row-97	-0.8809254638	0.7835011402	0.8318579247	-0.7186201621	-1.2464296490	1.1454920155
row-98	-0.8746212885	0.8011764026	0.5541310438	-0.4597184527	-1.2480327103	0.7643189623
row-99	-0.0879948116	0.0657656351	0.0452322856	0.0197489566	-0.2205626024	0.1334360093
row-100	0.6121753654	-0.6072194611	-0.1940818818	0.2473802178	0.7016612507	-0.1344523951
row-101	-0.7868050516	0.7219642705	0.4638048440	-0.3749545516	-1.1345343454	0.6478252514
row-102	0.7554792411	-0.7702388224	0.0504456392	0.0203999407	0.9009642006	0.2141318570
row-103	0.8332212821	-0.8808286359	0.4402997125	-0.3424629612	1.0183316576	0.7567452754
row-104	-0.4308299355	0.4313977883	-0.2568226605	0.2990452608	-0.6871963599	-0.3116112525
row-105	-1.0635276169	1.0177499738	0.2123086837	-0.1423506123	-1.5114585688	0.2780320790
row-106	-0.1026779580	-0.0200292009	1.2102346920	-1.0662092139	-0.1982020776	1.7333973806
row-107	0.3009476336	-0.3445414301	0.3356819308	-0.2484292037	0.3069503940	0.5665517598
row-108	-0.9296737824	0.8776646541	0.2992497188	-0.2225111968	-1.3303838687	0.4091972553
row-109	-0.5366740820	0.6086937547	-1.0979534329	1.0823454543	-0.8581465587	-1.4769332291
row-110	1.1724173913	-1.1275443709	-0.5964740376	0.6260972508	1.4319979759	-0.6386821935
row-111	0.3878846620	-0.4002426859	-0.0175058175	0.0813339690	0.4098302890	0.0886904849
row-112	-1.0052890464	0.9944366285	-0.1868437287	0.2300673047	-1.4483836399	-0.2655072839
row-113	1.0756073485	-1.1466125796	0.7383817992	-0.6187124943	1.3512826423	1.1875753233
row-114	0.2510873866	-0.2592337033	-0.0813169901	0.1399167045	0.2256739881	-0.0109403721
row-115	0.7149133322	-0.7205963085	-0.0593602938	0.1224816051	0.8430872603	0.0596723753
row-116	-0.0719895103	0.0204961580	0.3867495402	-0.2984640202	-0.1870074585	0.6042307928
row-117	-0.5776778062	0.5227946457	0.3709865988	-0.2870754011	-0.8598511195	0.5384816977
row-118	0.4601506562	-0.3981346552	-0.8731508022	0.8793259505	0.4751432143	-1.0810537443
row-119	0.2870592343	-0.3193159760	0.2025388418	-0.1244214303	0.2837003765	0.3823420746
row-120	0.4265240878	-0.5117296102	0.8325041601	-0.7106812837	0.4917557407	1.2603579039
row-121	0.2452353204	-0.2119079513	-0.5634864477	0.5892935221	0.2005605421	-0.6741699236
row-122	0.1038406082	-0.0553350986	-0.7551248760	0.7669900047	0.0056970036	-0.9498941562
row-123	-0.3572155491	0.2584658397	0.9043311499	-0.7827489299	-0.5475888331	1.2907577915
row-124	-0.8631320906	0.7807547507	0.6590939237	-0.5574760093	-1.2289853141	0.9095871146
row-125	-0.3968110802	0.4129390165	-0.4337754340	0.4641996340	-0.6483319709	-0.5518589599
row-126	0.7533786583	-0.7628136245	-0.0116049430	0.0782216221	0.8959409638	0.1286631109
row-127	-0.8356757778	0.8740911607	-0.7403811529	0.7471102359	-1.2427938838	-1.0115324799
row-128	0.9848578905	-0.9507970028	-0.4913835517	0.5269204255	1.1864287240	-0.5105908378
row-129	0.0510462588	-0.1504762299	0.9567302067	-0.8289213855	-0.0029497972	1.3983683056
row-130	0.9467760392	-0.8839870564	-0.8290829849	0.8414307103	1.1236616077	-0.9780627399
row-131	-0.1266904017	0.1229413030	-0.1735491079	0.2234154523	-0.2798706501	-0.1706421057
row-132	0.0597366608	-0.0315584800	-0.5239211293	0.5512041157	-0.0446245343	-0.6359601944
row-133	-0.1105431776	0.1680072824	-0.8825069376	0.8843183228	-0.2838904154	-1.1436638791
row-134	0.9600648346	-0.9928532174	0.2820696156	-0.1941530098	1.1812730108	0.5503230589
row-135	0.1290306200	-0.0586790350	-1.0060237132	1.0010095110	0.0301657755	-1.2925469331
row-136	-1.1323145378	1.0867364658	0.2024937298	-0.1336517675	-1.6032587771	0.2585453438
row-137	-0.5407692400	0.4950714785	0.2683622876	-0.1911813817	-0.8144730253	0.4006469017
row-138	-0.5392165269	0.5163713220	0.0032011832	0.0559771211	-0.8219410934	0.0363307097
row-139	-0.1189073112	0.0670026560	0.3864109093	-0.2984548943	-0.2493935462	0.5996752741
row-140	0.1100061394	-0.1717936882	0.5261083112	-0.4271670369	0.0599527646	0.8116384888
row-141	0.3904069904	-0.3798576118	-0.2831980240	0.3289938296	0.4036321636	-0.2762711553
row-142	0.1716623930	-0.1493746577	-0.4433299280	0.4768187619	0.1070700265	-0.5154341629
row-143	0.0420201448	-0.0867617515	0.3207853204	-0.2362360430	-0.0378109976	0.5235049117
row-144	-0.5661706727	0.6201462497	-0.8916670253	0.8898796624	-0.8899443988	-1.1959735811
row-145	0.0789573400	-0.1085310829	0.1487045279	-0.0756036260	0.0051082620	0.2902079226
row-146	-0.4701448886	0.4855452294	-0.4333211048	0.4632970980	-0.7458077751	-0.5576274225
row-147	-0.2362231224	0.2740906655	-0.6686796320	0.6841955563	-0.4432861672	-0.8607244584
row-148	-1.0885441210	1.0003829623	0.7016770508	-0.5986389639	-1.5271239204	0.9484652099
row-149	0.7469149950	-0.7464426682	-0.1273384344	0.1860509587	0.8831874688	-0.0309706399
row-150	-0.1428029689	0.1347902090	-0.1258020141	0.1788066228	-0.2995747113	-0.1064205781
row-151	-0.4646030310	0.3355343512	1.2446452218	-1.1006465494	-0.6781189632	1.7491420195
row-152	-0.3678936501	0.3016526596	0.5257236902	-0.4299305337	-0.5753951969	0.7694486557
row-153	0.4461482007	-0.4573325004	-0.0247826102	0.0884970594	0.4870259692	0.0837680309
row-154	1.0394859645	-1.0181355459	-0.3378537348	0.3841769628	1.2645721553	-0.2948090429
row-155	-1.1526172956	1.0783498460	0.5333796635	-0.4421928138	-1.6183548283	0.7115626973
row-156	0.7934914914	-0.7175435605	-0.9985735151	0.9984061578	0.9137875657	-1.2243822245
row-157	-0.1771022345	0.1600052687	-0.0240681923	0.0837596465	-0.3415159362	0.0304177490
row-158	0.6764318228	-0.7093529920	0.2526951149	-0.1686268556	0.8031468988	0.4852233087
row-159	0.6286745287	-0.6473518625	0.0821110184	-0.0099427482	0.7335246006	0.2466001675
row-160	-0.6565163679	0.6859643289	-0.6167360935	0.6330349491	-1.0001691350	-0.8259697972
row-161	-1.0254796438	1.0364025592	-0.4418677356	0.4676352933	-1.4843934898	-0.6177859947
row-162	-0.9334873044	0.8631092084	0.5121075386	-0.4209342156	-1.3278016406	0.7014279387
row-163	-0.4281650580	0.2887891908	1.3682889243	-1.2156529319	-0.6252323686	1.9222610137
row-164	0.8448151110	-0.7531406322	-1.1755727972	1.1637169274	0.9756557490	-1.4631853028
row-165	0.2757305350	-0.3014808664	0.1257611173	-0.0529333256	0.2658795815	0.2758270932
row-166	0.1654796812	-0.2884065346	1.2420148554	-1.0940787075	0.1594370971	1.8004545273
row-167	0.6927326704	-0.6233630189	-0.9331789789	0.9367957289	0.7821866764	-1.1432841977
row-168	-0.6255970038	0.5425766608	0.6924510414	-0.5870153814	-0.9119999774	0.9761421727
row-169	-0.4145443014	0.4769731307	-0.9732863935	0.9669450529	-0.6913019489	-1.2949374735
row-170	-0.2687704791	0.2318172796	0.1964813452	-0.1224065125	-0.4554538684	0.3255615530
row-171	1.0475699011	-1.0772912622	0.2559979798	-0.1692808079	1.2966675874	0.5221171181
row-172	-1.3078039596	1.3042563606	-0.3046309292	0.3378768166	-1.8547902638	-0.4537722004
row-173	-1.2723071311	1.2470070728	-0.0482041101	0.0991013022	-1.7983814271	-0.0982310603
row-174	0.2337591123	-0.1648045458	-0.9783880971	0.9759353818	0.1703884093	-1.2454333031
row-175	1.1141862662	-1.1660449668	0.5202855159	-0.4151797548	1.3947302431	0.8911753099
row-176	-1.0637258238	1.0194736238	0.1945758729	-0.1258237096	-1.5123595487	0.2536418801
row-177	-0.2330425295	0.2385894596	-0.2930734182	0.3341255482	-0.4255551046	-0.3441939945
row-178	0.2370385707	-0.2385322597	-0.1600888734	0.2132457323	0.2041653015	-0.1204333593
row-179	-0.2000368541	0.1560871968	0.2852059640	-0.2046549323	-0.3608877855	0.4535012900
row-180	-0.1052371127	0.0067507307	0.9287396247	-0.8038531977	-0.2117237751	1.3462724652
row-181	-1.1113979260	1.1134562961	-0.3483108028	0.3798725259	-1.5952525158	-0.4966863369
row-182	0.1939035570	-0.1919625229	-0.2046695878	0.2545162303	0.1452177021	-0.1854677884
row-183	-1.1637875500	1.1227822837	0.1459704374	-0.0811737819	-1.6471318906	0.1781130410
row-184	0.4465487890	-0.3971508286	-0.7281312459	0.7440689075	0.4622738051	-0.8829168896
row-185	-0.8869986665	0.8076797600	0.6209824063	-0.5221093716	-1.2620843199	0.8551240319
row-186	-1.0300051682	1.0185052874	-0.1820204157	0.2254101820	-1.4810685908	-0.2610325078
row-187	-0.3903528716	0.3286678425	0.4703784797	-0.3784917167	-0.6072427592	0.6914213538
row-188	-0.2094996375	0.2005365454	-0.1220381390	0.1748627215	-0.3881079303	-0.1070616282
row-189	0.8412810894	-0.9088171784	0.6725614669	-0.5588942143	1.0373961945	1.0766808246
row-190	-0.2038271347	0.1324866226	0.6028152315	-0.5007133423	-0.3545089441	0.8897099708
row-191	0.5873893534	-0.5516449180	-0.5542548170	0.5829242080	0.6557621159	-0.6316540036
row-192	-0.3055237528	0.2311763659	0.6266416366	-0.5235855447	-0.4888509034	0.9135927903
row-193	0.4333333498	-0.4676854701	0.2428112963	-0.1610025544	0.4796092747	0.4504462124
row-194	0.4346906091	-0.4354132912	-0.1474964466	0.2027999330	0.4673824612	-0.0858952267
row-195	-0.4636485444	0.4176496342	0.2802650010	-0.2017717193	-0.7115185971	0.4237296662
row-196	-1.2817300303	1.2566508290	-0.0517954813	0.1023871496	-1.8110376148	-0.1039886790
row-197	0.2998769580	-0.3200106542	0.0631809694	0.0055534119	0.2957308544	0.1919185819
row-198	0.1094603464	-0.0821367793	-0.5085786887	0.5372287387	0.0220311523	-0.6105380355
row-199	-0.0126634542	-0.0470030771	0.4881110879	-0.3925523825	-0.1044937907	0.7487192879
row-200	1.0935746131	-1.0701460345	-0.3560865726	0.4015245663	1.3358237533	-0.3151540176
row-201	1.0636406871	-1.1215586025	0.5851267201	-0.4759464107	1.3298644330	0.9758901759
row-202	-0.5920036435	0.4635596137	1.2235059369	-1.0817755579	-0.8482490482	1.7089808382
row-203	-0.2509692142	0.2080583828	0.2675929751	-0.1885711443	-0.4292319438	0.4248530017
row-204	0.7952324413	-0.8156850744	0.1208781317	-0.0449882824	0.9563452638	0.3144035357
row-205	0.9074570474	-0.9277107018	0.1308004536	-0.0535034348	1.1058966771	0.3378245483
row-206	0.4703150854	-0.5271063185	0.5073723825	-0.4073500639	0.5382846101	0.8172969701
row-207	0.0863984934	-0.1718173989	0.7979076953	-0.6806569511	0.0383389915	1.1831560346
row-208	-0.9480128684	0.8703003701	0.5956805567	-0.4989248995	-1.3441079846	0.8150288735
row-209	-0.2399929273	0.2924683139	-0.8386953862	0.8426372880	-0.4544097629	-1.0947318050
row-210	-0.4260803593	0.4334220711	-0.3349530641	0.3718991903	-0.6836908466	-0.4185837953
row-211	0.5171977728	-0.5621763073	0.3753309116	-0.2839720731	0.5958650774	0.6398991621
row-212	0.0722328330	-0.2170104368	1.4855497238	-1.3216790860	0.0442268234	2.1270529790
row-213	0.8664837694	-0.8575809619	-0.2121877146	0.2659174254	1.0390954876	-0.1371685349
row-214	0.1018516754	-0.2113601188	1.0792844674	-0.9428184748	0.0689981381	1.5712424030
row-215	0.1685358207	-0.1440593999	-0.4690825301	0.5008015306	0.1019876870	-0.5511024722
row-216	1.5742683703	-1.5880835110	0.1287288363	-0.0472164473	1.9923009268	0.3931068683
row-217	-0.2681814579	0.2487279889	-0.0066356417	0.0669163163	-0.4619726697	0.0464380916
row-218	-0.1356722827	0.1356479163	-0.2177742655	0.2645776602	-0.2934012813	-0.2322105194
row-219	0.3470150697	-0.3290873852	-0.3735938377	0.4129654682	0.3426960150	-0.4042986940
row-220	-0.1688553287	0.2296838095	-0.9279252048	0.9262703294	-0.3630450600	-1.2111725609
row-221	0.8946214561	-0.8666210681	-0.4308537643	0.4699130165	1.0686417241	-0.4352618858
row-222	-0.3109344159	0.2190956828	0.8291357144	-0.7123592779	-0.4887645287	1.1914397628
row-223	1.1341424055	-1.1423843677	0.0160471912	0.0549353605	1.4031336350	0.1998629767
row-224	-0.9441974001	0.7997277286	1.3711827754	-1.2217212996	-1.3111570169	1.8812530600
row-225	-1.0875581775	1.0577152644	0.0246786337	0.0323764946	-1.5501506306	0.0180484627
row-226	1.3169450711	-1.3680753461	0.5339289761	-0.4265718282	1.6647742731	0.9276032242
row-227	-0.1642994911	0.1219567680	0.2704440037	-0.1906623090	-0.3139081552	0.4363270905
row-228	0.3459196649	-0.3675187312	0.0852133885	-0.0146815312	0.3577334372	0.2262149120
row-229	0.6204344475	-0.7372072088	1.2201529937	-1.0707298546	0.7634815250	1.8100673636
row-230	-0.5578901783	0.6353764162	-1.1637357373	1.1435204806	-0.8887166771	-1.5691974589
row-231	0.9643263691	-0.9274983695	-0.5257491462	0.5588173927	1.1578981007	-0.5596145891
row-232	-0.9121568994	0.8935356338	-0.0864917933	0.1371408163	-1.3209634481	-0.1194593882
row-233	-0.0179238022	-0.0609077456	0.7100537529	-0.5994525527	-0.1035084243	1.0533105388
row-234	-0.5782195781	0.5676759179	-0.1438776647	0.1928099116	-0.8790802503	-0.1692224093
row-235	0.7305730518	-0.8051500889	0.7422433611	-0.6245657508	0.8927226485	1.1628042961
row-236	-0.7168445505	0.6428517514	0.5776903958	-0.4806466740	-1.0374327053	0.8104544690
row-237	0.0914704035	-0.1039382171	-0.0485404865	0.1083240177	0.0146527275	0.0201946984
row-238	0.7508511920	-0.7609703043	-0.0039371379	0.0710581899	0.8928565256	0.1389818175
row-239	-1.0220738711	1.0885156235	-1.0860997652	1.0681260365	-1.5030252868	-1.5029559229
row-240	0.8865347607	-0.9809999782	0.9901556730	-0.8546181952	1.1089749768	1.5171442390
row-241	0.1088808175	-0.1209648601	-0.0510985233	0.1108220212	0.0377066886	0.0181965592
row-242	0.4579148134	-0.4223330444	-0.5664790007	0.5934721646	0.4831953798	-0.6597425906
row-243	0.7496201021	-0.6738844845	-1.0008904604	1.0002791100	0.8553803494	-1.2313912712
row-244	0.4018272719	-0.4288399419	0.1541621827	-0.0785813132	0.4345373098	0.3258555866
row-245	0.3867446794	-0.4285789631	0.3246049951	-0.2375442500	0.4206133225	0.5588064360
row-246	1.5781496613	-1.5414713313	-0.4571041834	0.4988455146	1.9764006872	-0.4117548954
row-247	1.1507563744	-1.1802289150	0.2643564473	-0.1763973843	1.4341472202	0.5426007815
row-248	-0.3626870481	0.2792446236	0.7260090234	-0.6165762056	-0.5612733178	1.0451853781
row-249	0.6708892535	-0.5422571039	-1.6236290897	1.5801999518	0.7283263628	-2.0941798322
row-250	-0.0052135729	-0.0157402766	0.0394482804	0.0256808340	-0.1107187014	0.1327026667
row-251	1.0662285847	-1.0598097102	-0.1615755883	0.2200483266	1.3064616191	-0.0501916623
row-252	-0.2464544268	0.1497055657	0.8931732846	-0.7716254607	-0.4007408313	1.2850774915
row-253	0.9670245811	-1.0108707751	0.4112153094	-0.3144801994	1.1951681695	0.7284345017
row-254	0.8693238115	-0.7664731674	-1.3026625594	1.2823334224	1.0036695846	-1.6357276837
row-255	0.0004748691	-0.0821155458	0.7446747051	-0.6316014642	-0.0778040953	1.1024993349
row-256	-0.0300657482	0.0561708482	-0.5096400892	0.5373065507	-0.1634971268	-0.6241601487
row-257	0.6662949714	-0.7376189033	0.6974667158	-0.5832507536	0.8056597866	1.0956574101
row-258	-0.1590834956	0.0462190853	1.0898068922	-0.9543307163	-0.2775185354	1.5629578105
row-259	-0.3573434846	0.2975381250	0.4521525657	-0.3612882718	-0.5640143068	0.6692482988
row-260	0.5847529114	-0.5906623596	-0.0709184218	0.1324042713	0.6696326380	0.0324394587
row-261	0.9044433445	-0.8402371929	-0.8501513667	0.8607913409	1.0666258813	-1.0107106234
row-262	1.5603405938	-1.5527701125	-0.1210877616	0.1855387918	1.9648042578	0.0485314631
row-263	0.6446899986	-0.6638196912	0.0891088444	-0.0163605779	0.7550676058	0.2576145102
row-264	-0.3087423167	0.3786065598	-1.0480830083	1.0373518103	-0.5533345243	-1.3885185773
row-265	-0.2459177267	0.1365375668	1.0398878907	-0.9083700432	-0.3947530751	1.4867766508
row-266	1.4355034480	-1.4099627476	-0.3433389209	0.3918766080	1.7908523398	-0.2678251227
row-267	-1.1363213344	1.0943708646	0.1599385917	-0.0940136317	-1.6101153481	0.1997059998
row-268	-0.4589183332	0.3959504541	0.4777993626	-0.3858564088	-0.6981289409	0.6956437770
row-269	-0.7105273813	0.5351097735	1.7559750116	-1.5788475863	-0.9866762562	2.4305023311
row-270	-0.8313345261	0.7006259334	1.2237114644	-1.0835306075	-1.1664152235	1.6883995185
row-271	-0.9999235586	1.0283290078	-0.6420636288	0.6543985652	-1.4576153263	-0.8907180310
row-272	-0.8631132317	0.8438575015	-0.0737795228	0.1256124963	-1.2553063497	-0.0977115564
row-273	-0.3902048593	0.3386649653	0.3526041926	-0.2687170260	-0.6112798614	0.5295590012
row-274	1.1433983759	-1.1245999106	-0.2968976628	0.3466819227	1.4041887247	-0.2294582109
row-275	0.3427995234	-0.3124877922	-0.5178387127	0.5473840587	0.3319062762	-0.6029240288
row-276	0.6676647664	-0.6738694439	-0.0584531957	0.1213274652	0.7803062268	0.0568002184
row-277	0.3645876250	-0.3573685780	-0.2473454317	0.2954080804	0.3705960013	-0.2292442601
row-278	0.5385851090	-0.5380905724	-0.1503044227	0.2060958742	0.6054019425	-0.0806975958
row-279	0.7338793659	-0.6509770442	-1.0858154641	1.0793322157	0.8314011749	-1.3494889291
row-280	0.3872347375	-0.3877648559	-0.1549049413	0.2093951425	0.4040268916	-0.1002148494
row-281	-0.3633223222	0.2910256685	0.5965314440	-0.4958983598	-0.5667724665	0.8671691136
row-282	0.2222871185	-0.2355420850	-0.0251420981	0.0873697030	0.1894054929	0.0637587128
row-283	-0.2720061349	0.2125876872	0.4569621501	-0.3652136490	-0.4503914065	0.6832981805
row-284	0.0691335211	-0.0582293404	-0.3223365244	0.3633748071	-0.0248852941	-0.3580723955
row-285	0.9326271181	-0.8417159380	-1.1571389147	1.1471089351	1.0930583126	-1.4301937302
